/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): Current measurements with ADCP 20030809_Vauville. PANGAEA, https://doi.org/10.1594/PANGAEA.762374, 
	In supplement to: Bailly du Bois, P et al. (2012): In-situ database toolbox for short-term dispersion model validation in macro-tidal seas, application for 2D-model. Continental Shelf Research, 36, 63-82, https://doi.org/10.1016/j.csr.2012.01.011
Coverage:	LATITUDE: 49.614300 * LONGITUDE: -1.992600
	DATE/TIME START: 2003-08-09T13:04:06 * DATE/TIME END: 2003-08-10T14:12:51
	MINIMUM ELEVATION: -25.1 m * MAXIMUM ELEVATION: -25.1 m
Event(s):	20030809_Vauville (5) * LATITUDE: 49.614300 * LONGITUDE: -1.992600 * DATE/TIME START: 2003-08-09T13:04:06 * DATE/TIME END: 2003-08-10T14:12:51 * ELEVATION: -25.1 m * LOCATION: Vauville * CAMPAIGN: DISPRO_12 (Dsp12, Dispro12) (URI: https://doi.org/10.17600/3480140) * BASIS: Côtes de la Manche * METHOD/DEVICE: Acoustic Doppler Current Profiler (ADCP) * COMMENT: location: bottom
Comment:	Current measurements were acquired from several stations around the Cap de la Hague over periods of 14-25 hours, using a SONTEK ADP profiler with a frequency of 1 000 kHz placed on the seabed. Current profiles were collected every 15 s, with vertical resolution of 2 m. files contains average speeds from surface to bottom.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	Current velocity, vertical [cm/s] (Cur vel W) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * METHOD/DEVICE: SonTek Acoustic Doppler Profiler (ADP)
	Current direction [deg] (DIR) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * METHOD/DEVICE: SonTek Acoustic Doppler Profiler (ADP)
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	12072 data points
*/
Date/Time	Cur vel W [cm/s]	DIR [deg]
2003-08-09T13:16:06	32.58	141.22
2003-08-09T13:16:22	30.30	140.66
2003-08-09T13:16:37	30.90	139.95
2003-08-09T13:16:52	31.01	137.52
2003-08-09T13:17:06	30.19	139.75
2003-08-09T13:17:22	30.21	144.94
2003-08-09T13:17:37	29.67	148.23
2003-08-09T13:17:52	30.87	147.57
2003-08-09T13:18:07	28.04	144.21
2003-08-09T13:18:22	29.16	149.08
2003-08-09T13:18:37	25.59	153.70
2003-08-09T13:18:52	29.65	147.07
2003-08-09T13:19:07	31.93	140.53
2003-08-09T13:19:22	32.61	138.74
2003-08-09T13:19:37	33.46	143.96
2003-08-09T13:19:52	35.96	143.98
2003-08-09T13:20:07	29.21	145.65
2003-08-09T13:20:22	29.84	145.24
2003-08-09T13:20:37	33.20	141.75
2003-08-09T13:20:52	34.65	145.75
2003-08-09T13:21:07	35.77	147.01
2003-08-09T13:21:22	34.96	148.16
2003-08-09T13:21:37	33.07	145.06
2003-08-09T13:21:52	31.93	153.67
2003-08-09T13:22:07	32.37	154.51
2003-08-09T13:22:22	35.32	153.19
2003-08-09T13:22:37	31.69	143.98
2003-08-09T13:22:52	30.06	143.87
2003-08-09T13:23:07	33.79	139.11
2003-08-09T13:23:22	35.15	137.70
2003-08-09T13:23:37	31.41	137.32
2003-08-09T13:23:52	36.33	139.07
2003-08-09T13:24:07	35.70	143.78
2003-08-09T13:24:22	32.36	141.18
2003-08-09T13:24:37	31.46	135.40
2003-08-09T13:24:52	32.84	138.27
2003-08-09T13:25:07	32.84	136.21
2003-08-09T13:25:22	31.44	133.01
2003-08-09T13:25:37	31.50	136.21
2003-08-09T13:25:52	32.86	138.93
2003-08-09T13:26:07	32.26	134.31
2003-08-09T13:26:22	30.88	135.71
2003-08-09T13:26:37	29.30	141.14
2003-08-09T13:26:52	27.94	137.33
2003-08-09T13:27:07	24.23	140.48
2003-08-09T13:27:22	23.72	134.56
2003-08-09T13:27:37	25.66	131.36
2003-08-09T13:27:52	24.03	126.94
2003-08-09T13:28:07	22.48	139.31
2003-08-09T13:28:22	22.58	135.22
2003-08-09T13:28:37	21.63	129.77
2003-08-09T13:28:52	22.04	133.06
2003-08-09T13:29:07	26.95	126.37
2003-08-09T13:29:21	26.59	132.84
2003-08-09T13:29:37	25.68	139.57
2003-08-09T13:29:52	20.69	132.68
2003-08-09T13:30:07	22.59	126.50
2003-08-09T13:30:22	24.06	115.98
2003-08-09T13:30:37	26.00	120.96
2003-08-09T13:30:52	27.44	129.26
2003-08-09T13:31:07	30.63	124.76
2003-08-09T13:31:22	26.19	128.82
2003-08-09T13:31:37	22.39	137.52
2003-08-09T13:31:52	26.34	134.32
2003-08-09T13:32:07	24.99	125.81
2003-08-09T13:32:21	26.68	122.14
2003-08-09T13:32:37	28.82	133.49
2003-08-09T13:32:51	24.06	138.15
2003-08-09T13:33:07	21.11	127.12
2003-08-09T13:33:21	25.72	119.21
2003-08-09T13:33:37	22.84	127.20
2003-08-09T13:33:52	23.60	143.38
2003-08-09T13:34:07	22.76	132.80
2003-08-09T13:34:21	23.77	123.21
2003-08-09T13:34:37	24.79	119.56
2003-08-09T13:34:51	22.42	122.94
2003-08-09T13:35:07	21.69	121.13
2003-08-09T13:35:21	19.03	128.25
2003-08-09T13:35:37	18.60	121.75
2003-08-09T13:35:51	16.75	122.69
2003-08-09T13:36:07	15.18	124.31
2003-08-09T13:36:21	14.77	122.74
2003-08-09T13:36:37	16.36	118.23
2003-08-09T13:36:51	17.91	122.13
2003-08-09T13:37:07	17.80	114.86
2003-08-09T13:37:21	22.10	107.59
2003-08-09T13:37:37	19.24	112.51
2003-08-09T13:37:51	18.76	111.19
2003-08-09T13:38:07	18.87	105.99
2003-08-09T13:38:21	17.44	105.77
2003-08-09T13:38:37	19.57	112.12
2003-08-09T13:38:51	17.13	115.55
2003-08-09T13:39:07	18.51	115.30
2003-08-09T13:39:21	18.62	109.22
2003-08-09T13:39:37	17.66	107.14
2003-08-09T13:39:51	15.37	104.79
2003-08-09T13:40:07	17.26	103.32
2003-08-09T13:40:21	18.15	99.53
2003-08-09T13:40:37	17.03	102.59
2003-08-09T13:40:51	18.24	98.66
2003-08-09T13:41:07	18.85	99.11
2003-08-09T13:41:21	17.80	107.23
2003-08-09T13:41:37	17.50	99.93
2003-08-09T13:41:51	18.20	96.75
2003-08-09T13:42:07	18.43	86.80
2003-08-09T13:42:21	15.57	82.21
2003-08-09T13:42:37	17.44	97.25
2003-08-09T13:42:51	16.94	94.78
2003-08-09T13:43:07	14.89	94.24
2003-08-09T13:43:21	18.03	93.29
2003-08-09T13:43:37	17.22	98.05
2003-08-09T13:43:51	15.89	88.62
2003-08-09T13:44:07	13.90	83.27
2003-08-09T13:44:21	14.25	75.73
2003-08-09T13:44:37	16.46	73.62
2003-08-09T13:44:51	18.15	76.30
2003-08-09T13:45:07	15.72	70.29
2003-08-09T13:45:21	17.63	71.66
2003-08-09T13:45:37	18.21	66.90
2003-08-09T13:45:51	20.85	70.47
2003-08-09T13:46:07	19.23	78.30
2003-08-09T13:46:21	17.61	74.16
2003-08-09T13:46:37	17.97	72.06
2003-08-09T13:46:51	19.32	66.80
2003-08-09T13:47:07	18.48	63.37
2003-08-09T13:47:21	18.65	61.83
2003-08-09T13:47:37	18.98	57.84
2003-08-09T13:47:51	22.17	67.55
2003-08-09T13:48:07	21.23	66.81
2003-08-09T13:48:21	17.34	68.23
2003-08-09T13:48:37	19.28	70.59
2003-08-09T13:48:51	18.04	71.20
2003-08-09T13:49:07	19.48	72.92
2003-08-09T13:49:21	21.63	76.88
2003-08-09T13:49:37	19.76	79.19
2003-08-09T13:49:51	22.07	74.56
2003-08-09T13:50:07	22.28	79.95
2003-08-09T13:50:21	19.61	78.38
2003-08-09T13:50:37	19.70	73.77
2003-08-09T13:50:51	21.09	76.86
2003-08-09T13:51:07	18.28	73.15
2003-08-09T13:51:21	18.14	80.25
2003-08-09T13:51:37	14.36	69.37
2003-08-09T13:51:51	15.67	61.89
2003-08-09T13:52:07	19.17	60.38
2003-08-09T13:52:21	19.28	58.06
2003-08-09T13:52:37	19.09	60.20
2003-08-09T13:52:51	22.97	62.26
2003-08-09T13:53:07	18.21	67.79
2003-08-09T13:53:21	15.57	68.06
2003-08-09T13:53:37	17.73	64.29
2003-08-09T13:53:51	19.08	60.36
2003-08-09T13:54:07	20.34	54.59
2003-08-09T13:54:21	20.96	55.23
2003-08-09T13:54:37	17.40	49.54
2003-08-09T13:54:51	20.05	54.22
2003-08-09T13:55:07	18.76	59.15
2003-08-09T13:55:21	18.30	40.22
2003-08-09T13:55:37	21.27	46.20
2003-08-09T13:55:51	19.93	46.50
2003-08-09T13:56:07	20.25	43.80
2003-08-09T13:56:21	22.07	53.69
2003-08-09T13:56:37	25.03	54.95
2003-08-09T13:56:51	21.42	53.46
2003-08-09T13:57:07	20.99	57.39
2003-08-09T13:57:21	21.14	57.88
2003-08-09T13:57:37	20.60	48.21
2003-08-09T13:57:51	20.95	40.83
2003-08-09T13:58:07	22.44	46.08
2003-08-09T13:58:21	22.65	46.30
2003-08-09T13:58:37	24.02	42.36
2003-08-09T13:58:51	23.96	49.39
2003-08-09T13:59:07	23.17	48.84
2003-08-09T13:59:21	23.04	40.42
2003-08-09T13:59:37	22.54	40.61
2003-08-09T13:59:51	23.56	42.51
2003-08-09T14:00:07	26.05	48.68
2003-08-09T14:00:21	27.55	45.27
2003-08-09T14:00:37	26.87	42.31
2003-08-09T14:00:51	27.71	38.44
2003-08-09T14:01:07	26.58	39.19
2003-08-09T14:01:21	26.93	41.45
2003-08-09T14:01:37	26.56	35.51
2003-08-09T14:01:51	27.62	34.65
2003-08-09T14:02:07	26.58	36.29
2003-08-09T14:02:21	24.22	32.31
2003-08-09T14:02:37	23.56	35.46
2003-08-09T14:02:51	24.23	36.04
2003-08-09T14:03:07	23.96	33.89
2003-08-09T14:03:21	25.15	37.63
2003-08-09T14:03:37	25.53	35.29
2003-08-09T14:03:51	25.72	34.93
2003-08-09T14:04:07	25.73	36.12
2003-08-09T14:04:21	26.99	38.14
2003-08-09T14:04:37	25.76	32.16
2003-08-09T14:04:51	27.53	29.73
2003-08-09T14:05:07	26.70	28.33
2003-08-09T14:05:21	28.09	30.34
2003-08-09T14:05:37	28.06	29.26
2003-08-09T14:05:51	28.51	27.00
2003-08-09T14:06:07	30.13	28.94
2003-08-09T14:06:21	29.22	29.92
2003-08-09T14:06:37	30.26	30.54
2003-08-09T14:06:51	30.52	30.22
2003-08-09T14:07:07	28.89	26.25
2003-08-09T14:07:21	29.44	28.77
2003-08-09T14:07:37	30.39	32.16
2003-08-09T14:07:51	28.97	32.17
2003-08-09T14:08:07	29.72	31.85
2003-08-09T14:08:21	29.87	33.83
2003-08-09T14:08:37	29.13	32.50
2003-08-09T14:08:51	27.67	29.53
2003-08-09T14:09:07	29.68	29.61
2003-08-09T14:09:21	30.23	28.91
2003-08-09T14:09:37	30.34	28.81
2003-08-09T14:09:51	30.90	28.69
2003-08-09T14:10:07	31.53	28.69
2003-08-09T14:10:21	32.64	27.67
2003-08-09T14:10:37	33.98	27.64
2003-08-09T14:10:51	32.68	31.19
2003-08-09T14:11:07	32.86	30.82
2003-08-09T14:11:21	33.35	24.37
2003-08-09T14:11:37	34.08	25.13
2003-08-09T14:11:51	30.99	27.71
2003-08-09T14:12:07	32.96	22.69
2003-08-09T14:12:21	34.54	24.26
2003-08-09T14:12:37	35.46	24.99
2003-08-09T14:12:51	35.41	25.18
2003-08-09T14:13:07	35.67	23.71
2003-08-09T14:13:21	37.49	25.84
2003-08-09T14:13:37	37.27	23.45
2003-08-09T14:13:51	37.25	23.18
2003-08-09T14:14:07	35.80	25.71
2003-08-09T14:14:21	36.21	23.05
2003-08-09T14:14:37	38.04	24.10
2003-08-09T14:14:51	37.51	19.15
2003-08-09T14:15:07	38.57	24.39
2003-08-09T14:15:21	39.03	25.35
2003-08-09T14:15:37	38.14	23.10
2003-08-09T14:15:51	38.76	23.35
2003-08-09T14:16:07	38.06	22.10
2003-08-09T14:16:21	38.73	18.57
2003-08-09T14:16:37	38.19	18.24
2003-08-09T14:16:51	41.21	18.88
2003-08-09T14:17:07	40.09	22.75
2003-08-09T14:17:21	42.24	19.33
2003-08-09T14:17:37	42.95	21.42
2003-08-09T14:17:51	41.04	21.50
2003-08-09T14:18:07	41.64	20.54
2003-08-09T14:18:21	43.84	20.38
2003-08-09T14:18:37	44.70	22.20
2003-08-09T14:18:51	42.47	14.73
2003-08-09T14:19:07	41.80	15.92
2003-08-09T14:19:21	42.38	17.63
2003-08-09T14:19:37	42.14	16.76
2003-08-09T14:19:51	43.57	19.24
2003-08-09T14:20:07	43.99	16.80
2003-08-09T14:20:21	42.70	20.27
2003-08-09T14:20:37	44.00	20.68
2003-08-09T14:20:51	44.21	19.07
2003-08-09T14:21:07	42.31	18.43
2003-08-09T14:21:21	43.78	17.27
2003-08-09T14:21:37	42.86	19.89
2003-08-09T14:21:51	43.85	16.70
2003-08-09T14:22:07	45.16	16.57
2003-08-09T14:22:21	44.59	16.91
2003-08-09T14:22:37	46.87	16.87
2003-08-09T14:22:51	47.23	17.75
2003-08-09T14:23:07	46.78	17.84
2003-08-09T14:23:21	45.81	17.53
2003-08-09T14:23:37	45.67	17.05
2003-08-09T14:23:51	45.75	14.37
2003-08-09T14:24:07	48.96	17.25
2003-08-09T14:24:21	48.78	16.32
2003-08-09T14:24:37	48.00	18.02
2003-08-09T14:24:51	47.57	17.71
2003-08-09T14:25:07	49.06	15.37
2003-08-09T14:25:21	48.24	14.18
2003-08-09T14:25:37	48.58	15.89
2003-08-09T14:25:51	48.22	14.39
2003-08-09T14:26:07	49.54	14.00
2003-08-09T14:26:21	48.23	15.12
2003-08-09T14:26:37	48.43	15.42
2003-08-09T14:26:51	48.03	15.18
2003-08-09T14:27:07	48.94	16.00
2003-08-09T14:27:22	49.29	15.56
2003-08-09T14:27:37	49.75	13.72
2003-08-09T14:27:51	49.14	12.69
2003-08-09T14:28:07	49.46	15.04
2003-08-09T14:28:22	50.91	14.05
2003-08-09T14:28:37	51.39	14.74
2003-08-09T14:28:51	50.03	15.88
2003-08-09T14:29:07	49.98	14.57
2003-08-09T14:29:22	50.97	12.94
2003-08-09T14:29:37	53.53	14.93
2003-08-09T14:29:52	53.04	11.92
2003-08-09T14:30:07	53.99	11.35
2003-08-09T14:30:22	54.53	13.84
2003-08-09T14:30:37	54.09	12.75
2003-08-09T14:30:52	53.47	11.96
2003-08-09T14:31:07	55.52	13.13
2003-08-09T14:31:22	56.25	11.85
2003-08-09T14:31:37	54.28	12.11
2003-08-09T14:31:52	54.39	10.47
2003-08-09T14:32:07	55.29	11.74
2003-08-09T14:32:22	56.50	11.63
2003-08-09T14:32:37	56.28	9.56
2003-08-09T14:32:52	56.25	7.93
2003-08-09T14:33:07	56.65	9.62
2003-08-09T14:33:22	58.94	9.86
2003-08-09T14:33:37	58.13	11.04
2003-08-09T14:33:52	57.67	11.91
2003-08-09T14:34:07	58.22	9.00
2003-08-09T14:34:22	60.60	8.58
2003-08-09T14:34:37	58.66	9.60
2003-08-09T14:34:52	58.46	9.42
2003-08-09T14:35:07	61.25	10.39
2003-08-09T14:35:22	60.95	9.78
2003-08-09T14:35:37	61.33	8.44
2003-08-09T14:35:52	60.82	8.99
2003-08-09T14:36:07	60.20	9.35
2003-08-09T14:36:22	60.45	11.56
2003-08-09T14:36:37	61.27	10.10
2003-08-09T14:36:52	61.17	8.80
2003-08-09T14:37:07	62.15	9.71
2003-08-09T14:37:22	59.34	10.12
2003-08-09T14:37:37	63.57	8.79
2003-08-09T14:37:52	63.00	8.49
2003-08-09T14:38:07	63.73	7.82
2003-08-09T14:38:22	62.49	7.30
2003-08-09T14:38:37	64.41	10.43
2003-08-09T14:38:52	63.62	7.90
2003-08-09T14:39:07	65.03	7.57
2003-08-09T14:39:22	58.88	5.88
2003-08-09T14:39:37	65.19	6.08
2003-08-09T14:39:52	61.58	6.51
2003-08-09T14:40:07	61.12	8.21
2003-08-09T14:40:22	64.72	8.69
2003-08-09T14:40:37	65.92	7.10
2003-08-09T14:40:52	65.18	6.84
2003-08-09T14:41:07	64.69	5.96
2003-08-09T14:41:22	63.34	5.95
2003-08-09T14:41:36	64.18	7.94
2003-08-09T14:41:52	63.27	7.26
2003-08-09T14:42:07	63.70	8.10
2003-08-09T14:42:22	68.63	7.51
2003-08-09T14:42:36	63.91	8.15
2003-08-09T14:42:52	65.86	7.62
2003-08-09T14:43:07	67.98	7.10
2003-08-09T14:43:22	66.83	6.44
2003-08-09T14:43:36	68.87	7.26
2003-08-09T14:43:52	67.47	6.55
2003-08-09T14:44:06	71.53	7.06
2003-08-09T14:44:22	67.70	5.38
2003-08-09T14:44:36	69.04	6.39
2003-08-09T14:44:52	67.74	5.53
2003-08-09T14:45:06	67.89	6.17
2003-08-09T14:45:22	69.75	6.02
2003-08-09T14:45:36	68.69	5.74
2003-08-09T14:45:52	69.18	7.58
2003-08-09T14:46:06	71.23	7.04
2003-08-09T14:46:22	70.88	8.30
2003-08-09T14:46:36	71.22	5.46
2003-08-09T14:46:52	71.64	6.67
2003-08-09T14:47:06	68.36	5.43
2003-08-09T14:47:22	72.47	6.03
2003-08-09T14:47:36	70.61	5.91
2003-08-09T14:47:52	71.87	5.24
2003-08-09T14:48:06	69.31	3.21
2003-08-09T14:48:22	71.75	3.06
2003-08-09T14:48:36	73.60	6.06
2003-08-09T14:48:52	78.46	5.57
2003-08-09T14:49:06	73.30	4.32
2003-08-09T14:49:22	70.89	6.42
2003-08-09T14:49:36	72.44	6.18
2003-08-09T14:49:52	73.50	6.49
2003-08-09T14:50:06	69.50	7.12
2003-08-09T14:50:22	70.86	4.51
2003-08-09T14:50:36	71.16	4.30
2003-08-09T14:50:52	72.59	5.15
2003-08-09T14:51:06	74.03	6.41
2003-08-09T14:51:22	74.20	6.68
2003-08-09T14:51:36	75.74	3.67
2003-08-09T14:51:52	73.98	6.81
2003-08-09T14:52:06	76.65	3.44
2003-08-09T14:52:22	75.44	5.48
2003-08-09T14:52:36	76.71	5.11
2003-08-09T14:52:52	73.44	3.01
2003-08-09T14:53:06	73.44	3.72
2003-08-09T14:53:22	78.35	2.11
2003-08-09T14:53:36	79.18	2.09
2003-08-09T14:53:52	78.40	2.08
2003-08-09T14:54:06	78.42	1.77
2003-08-09T14:54:22	83.89	3.76
2003-08-09T14:54:36	79.78	4.54
2003-08-09T14:54:52	78.72	1.67
2003-08-09T14:55:06	80.95	2.73
2003-08-09T14:55:22	83.37	4.30
2003-08-09T14:55:36	77.02	1.13
2003-08-09T14:55:52	73.52	2.90
2003-08-09T14:56:06	77.96	3.95
2003-08-09T14:56:22	76.49	4.33
2003-08-09T14:56:36	77.34	4.91
2003-08-09T14:56:52	77.35	5.00
2003-08-09T14:57:06	78.53	3.59
2003-08-09T14:57:22	79.05	2.94
2003-08-09T14:57:36	78.29	5.01
2003-08-09T14:57:52	78.40	2.17
2003-08-09T14:58:06	81.06	2.56
2003-08-09T14:58:22	76.43	3.58
2003-08-09T14:58:36	75.54	2.04
2003-08-09T14:58:52	78.26	3.09
2003-08-09T14:59:06	83.77	1.54
2003-08-09T14:59:22	83.35	2.43
2003-08-09T14:59:36	78.41	1.25
2003-08-09T14:59:52	81.88	0.52
2003-08-09T15:00:06	76.96	1.46
2003-08-09T15:00:22	82.30	1.89
2003-08-09T15:00:36	79.98	1.34
2003-08-09T15:00:52	83.98	359.66
2003-08-09T15:01:06	83.02	1.39
2003-08-09T15:01:22	84.70	2.76
2003-08-09T15:01:36	87.70	1.41
2003-08-09T15:01:52	87.39	3.80
2003-08-09T15:02:06	86.60	2.48
2003-08-09T15:02:22	87.81	2.59
2003-08-09T15:02:36	89.22	1.07
2003-08-09T15:02:52	89.55	4.24
2003-08-09T15:03:06	88.30	1.96
2003-08-09T15:03:22	88.86	1.21
2003-08-09T15:03:36	90.51	1.04
2003-08-09T15:03:52	84.84	2.27
2003-08-09T15:04:06	90.24	2.14
2003-08-09T15:04:22	89.69	1.56
2003-08-09T15:04:36	88.21	1.65
2003-08-09T15:04:52	90.59	359.08
2003-08-09T15:05:06	91.42	0.61
2003-08-09T15:05:22	87.27	2.91
2003-08-09T15:05:36	84.98	1.38
2003-08-09T15:05:52	86.92	3.20
2003-08-09T15:06:06	89.26	2.07
2003-08-09T15:06:22	90.20	1.08
2003-08-09T15:06:36	85.97	2.02
2003-08-09T15:06:52	87.94	0.04
2003-08-09T15:07:06	85.89	4.16
2003-08-09T15:07:22	89.39	4.45
2003-08-09T15:07:36	85.14	1.95
2003-08-09T15:07:52	85.07	2.42
2003-08-09T15:08:06	83.84	2.31
2003-08-09T15:08:22	84.87	1.38
2003-08-09T15:08:36	86.42	1.09
2003-08-09T15:08:52	85.77	359.67
2003-08-09T15:09:06	87.02	3.53
2003-08-09T15:09:22	88.90	2.28
2003-08-09T15:09:36	88.82	1.73
2003-08-09T15:09:52	89.72	1.51
2003-08-09T15:10:06	92.21	2.47
2003-08-09T15:10:22	96.82	358.30
2003-08-09T15:10:36	94.28	2.01
2003-08-09T15:10:52	97.52	359.44
2003-08-09T15:11:06	92.57	2.01
2003-08-09T15:11:22	90.93	3.40
2003-08-09T15:11:36	90.17	1.82
2003-08-09T15:11:52	89.85	0.14
2003-08-09T15:12:06	89.17	358.91
2003-08-09T15:12:22	88.55	4.27
2003-08-09T15:12:36	90.59	1.16
2003-08-09T15:12:52	86.67	2.85
2003-08-09T15:13:06	89.89	3.39
2003-08-09T15:13:22	91.39	1.72
2003-08-09T15:13:36	89.86	1.97
2003-08-09T15:13:52	95.32	2.42
2003-08-09T15:14:06	93.16	1.20
2003-08-09T15:14:22	99.84	0.25
2003-08-09T15:14:36	95.88	0.25
2003-08-09T15:14:52	93.89	0.12
2003-08-09T15:15:06	91.91	357.78
2003-08-09T15:15:22	92.82	1.13
2003-08-09T15:15:36	92.63	0.63
2003-08-09T15:15:52	95.49	1.16
2003-08-09T15:16:06	95.14	2.45
2003-08-09T15:16:22	93.64	2.95
2003-08-09T15:16:36	96.10	359.46
2003-08-09T15:16:52	99.04	359.70
2003-08-09T15:17:06	92.44	0.53
2003-08-09T15:17:22	91.36	2.09
2003-08-09T15:17:36	95.27	1.60
2003-08-09T15:17:52	93.57	3.23
2003-08-09T15:18:06	98.97	359.20
2003-08-09T15:18:22	94.16	0.81
2003-08-09T15:18:36	100.22	0.89
2003-08-09T15:18:52	96.02	2.47
2003-08-09T15:19:06	100.91	359.92
2003-08-09T15:19:22	100.87	358.02
2003-08-09T15:19:36	100.28	1.44
2003-08-09T15:19:52	101.19	357.54
2003-08-09T15:20:06	96.74	0.87
2003-08-09T15:20:22	96.57	2.12
2003-08-09T15:20:36	94.10	0.56
2003-08-09T15:20:52	96.29	3.01
2003-08-09T15:21:06	100.76	0.99
2003-08-09T15:21:22	102.19	357.43
2003-08-09T15:21:36	105.67	0.31
2003-08-09T15:21:52	106.74	1.07
2003-08-09T15:22:06	106.54	358.77
2003-08-09T15:22:22	99.07	358.79
2003-08-09T15:22:36	96.10	3.41
2003-08-09T15:22:52	103.01	358.68
2003-08-09T15:23:06	104.38	358.87
2003-08-09T15:23:22	99.45	359.56
2003-08-09T15:23:36	102.11	0.59
2003-08-09T15:23:52	100.50	2.81
2003-08-09T15:24:06	98.50	1.04
2003-08-09T15:24:22	100.68	358.43
2003-08-09T15:24:36	98.15	0.36
2003-08-09T15:24:52	104.76	357.50
2003-08-09T15:25:06	101.38	359.49
2003-08-09T15:25:22	98.75	359.78
2003-08-09T15:25:36	99.39	3.38
2003-08-09T15:25:52	101.08	1.62
2003-08-09T15:26:06	101.43	4.46
