/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): Current measurements with ADCP 20050411_Flamanville. PANGAEA, https://doi.org/10.1594/PANGAEA.762380, 
	In supplement to: Bailly du Bois, P et al. (2012): In-situ database toolbox for short-term dispersion model validation in macro-tidal seas, application for 2D-model. Continental Shelf Research, 36, 63-82, https://doi.org/10.1016/j.csr.2012.01.011
Coverage:	LATITUDE: 49.562690 * LONGITUDE: -1.945470
	DATE/TIME START: 2005-04-11T18:39:07 * DATE/TIME END: 2005-04-12T16:06:37
	MINIMUM ELEVATION: -20.1 m * MAXIMUM ELEVATION: -20.1 m
Event(s):	20050411_Flamanville (10) * LATITUDE: 49.562690 * LONGITUDE: -1.945470 * DATE/TIME START: 2005-04-11T18:39:07 * DATE/TIME END: 2005-04-12T16:06:37 * ELEVATION: -20.1 m * LOCATION: Flamanville * CAMPAIGN: DISPRO2005 (Dsp05, Dispro2005) (URI: https://doi.org/10.17600/5480020) * BASIS: Côtes de la Manche * METHOD/DEVICE: Acoustic Doppler Current Profiler (ADCP) * COMMENT: location: bottom
Comment:	Current measurements were acquired from several stations around the Cap de la Hague over periods of 14-25 hours, using a SONTEK ADP profiler with a frequency of 1 000 kHz placed on the seabed. Current profiles were collected every 15 s, with vertical resolution of 2 m. files contains average speeds from surface to bottom.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	Current velocity, vertical [cm/s] (Cur vel W) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * METHOD/DEVICE: SonTek Acoustic Doppler Profiler (ADP)
	Current direction [deg] (DIR) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * METHOD/DEVICE: SonTek Acoustic Doppler Profiler (ADP)
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	5152 data points
*/
Date/Time	Cur vel W [cm/s]	DIR [deg]
2005-04-11T19:08:37	96.53	24.10
2005-04-11T19:09:07	96.38	16.05
2005-04-11T19:09:37	107.26	23.73
2005-04-11T19:10:07	97.48	19.56
2005-04-11T19:10:37	98.15	13.33
2005-04-11T19:11:07	98.34	20.81
2005-04-11T19:11:37	98.62	17.69
2005-04-11T19:12:07	98.95	16.08
2005-04-11T19:12:37	96.61	13.03
2005-04-11T19:13:07	98.50	18.40
2005-04-11T19:13:37	98.28	19.63
2005-04-11T19:14:07	93.63	12.39
2005-04-11T19:14:37	111.11	18.92
2005-04-11T19:15:07	89.58	21.68
2005-04-11T19:15:37	103.74	15.43
2005-04-11T19:16:07	113.31	9.39
2005-04-11T19:16:37	120.73	8.52
2005-04-11T19:17:07	116.30	22.71
2005-04-11T19:17:37	99.50	10.93
2005-04-11T19:18:07	94.58	16.63
2005-04-11T19:18:37	101.54	26.34
2005-04-11T19:19:07	103.26	17.61
2005-04-11T19:19:37	112.57	14.56
2005-04-11T19:20:07	116.98	17.68
2005-04-11T19:20:37	107.54	8.46
2005-04-11T19:21:07	107.96	28.03
2005-04-11T19:21:37	109.55	19.04
2005-04-11T19:22:07	103.08	13.47
2005-04-11T19:22:37	112.70	17.72
2005-04-11T19:23:07	104.70	20.65
2005-04-11T19:23:37	109.87	21.24
2005-04-11T19:24:07	112.69	18.02
2005-04-11T19:24:37	124.93	21.99
2005-04-11T19:25:07	93.15	12.09
2005-04-11T19:25:37	100.57	21.93
2005-04-11T19:26:07	112.17	17.37
2005-04-11T19:26:37	107.73	16.31
2005-04-11T19:27:07	105.89	13.95
2005-04-11T19:27:37	126.10	8.08
2005-04-11T19:28:07	118.77	9.48
2005-04-11T19:28:37	102.62	27.06
2005-04-11T19:29:07	123.28	9.59
2005-04-11T19:29:37	114.08	16.83
2005-04-11T19:30:07	121.67	18.79
2005-04-11T19:30:37	117.92	15.10
2005-04-11T19:31:07	113.38	24.74
2005-04-11T19:31:37	113.75	17.50
2005-04-11T19:32:07	125.77	18.74
2005-04-11T19:32:37	125.01	16.71
2005-04-11T19:33:07	122.43	24.87
2005-04-11T19:33:37	120.12	21.56
2005-04-11T19:34:07	130.57	13.51
2005-04-11T19:34:37	98.43	13.19
2005-04-11T19:35:07	123.65	12.28
2005-04-11T19:35:37	102.72	359.58
2005-04-11T19:36:07	113.78	18.76
2005-04-11T19:36:37	108.35	16.83
2005-04-11T19:37:07	102.81	12.89
2005-04-11T19:37:37	127.23	22.53
2005-04-11T19:38:07	121.15	22.16
2005-04-11T19:38:37	128.51	17.62
2005-04-11T19:39:07	136.69	18.44
2005-04-11T19:39:37	126.56	13.81
2005-04-11T19:40:07	124.73	18.39
2005-04-11T19:40:37	121.58	14.68
2005-04-11T19:41:07	118.35	11.92
2005-04-11T19:41:37	135.13	18.37
2005-04-11T19:42:07	119.90	9.38
2005-04-11T19:42:37	134.06	11.55
2005-04-11T19:43:07	135.33	6.47
2005-04-11T19:43:37	123.56	14.59
2005-04-11T19:44:07	130.17	11.52
2005-04-11T19:44:37	139.50	15.04
2005-04-11T19:45:07	122.21	13.49
2005-04-11T19:45:37	127.35	14.55
2005-04-11T19:46:07	121.83	12.09
2005-04-11T19:46:37	115.55	13.83
2005-04-11T19:47:07	125.15	7.67
2005-04-11T19:47:37	125.86	14.41
2005-04-11T19:48:07	115.12	9.19
2005-04-11T19:48:37	116.26	9.98
2005-04-11T19:49:07	117.72	17.44
2005-04-11T19:49:37	120.55	8.31
2005-04-11T19:50:07	122.00	4.25
2005-04-11T19:50:37	127.83	5.28
2005-04-11T19:51:07	95.32	11.11
2005-04-11T19:51:37	140.08	13.72
2005-04-11T19:52:07	122.09	6.70
2005-04-11T19:52:37	114.13	10.67
2005-04-11T19:53:07	143.60	11.12
2005-04-11T19:53:37	117.27	5.36
2005-04-11T19:54:07	113.40	11.58
2005-04-11T19:54:37	123.41	7.52
2005-04-11T19:55:07	126.51	10.82
2005-04-11T19:55:37	121.07	12.29
2005-04-11T19:56:07	124.34	10.63
2005-04-11T19:56:37	115.22	11.49
2005-04-11T19:57:07	126.56	17.47
2005-04-11T19:57:37	121.09	11.80
2005-04-11T19:58:07	113.69	14.60
2005-04-11T19:58:37	130.16	9.87
2005-04-11T19:59:07	118.53	19.11
2005-04-11T19:59:37	102.27	4.39
2005-04-11T20:00:07	133.47	8.10
2005-04-11T20:00:37	109.24	6.81
2005-04-11T20:01:07	121.25	8.87
2005-04-11T20:01:37	118.25	16.18
2005-04-11T20:02:07	142.90	5.37
2005-04-11T20:02:37	141.91	8.42
2005-04-11T20:03:07	137.83	15.09
2005-04-11T20:03:37	135.68	1.69
2005-04-11T20:04:07	134.79	7.15
2005-04-11T20:04:37	154.36	10.82
2005-04-11T20:05:07	149.85	6.35
2005-04-11T20:05:37	132.32	14.32
2005-04-11T20:06:07	143.97	5.52
2005-04-11T20:06:37	133.20	2.08
2005-04-11T20:07:07	131.56	12.55
2005-04-11T20:07:37	149.01	2.65
2005-04-11T20:08:07	141.58	9.65
2005-04-11T20:08:37	135.67	9.22
2005-04-11T20:09:07	133.12	11.83
2005-04-11T20:09:37	144.78	12.43
2005-04-11T20:10:07	133.65	13.01
2005-04-11T20:10:37	133.89	3.63
2005-04-11T20:11:07	125.25	4.90
2005-04-11T20:11:37	111.29	1.05
2005-04-11T20:12:07	127.26	15.10
2005-04-11T20:12:37	148.86	3.46
2005-04-11T20:13:07	154.23	11.12
2005-04-11T20:13:37	130.95	11.98
2005-04-11T20:14:07	128.86	10.96
2005-04-11T20:14:37	127.47	8.12
2005-04-11T20:15:07	139.82	6.44
2005-04-11T20:15:37	142.15	14.72
2005-04-11T20:16:07	122.33	10.63
2005-04-11T20:16:37	125.23	15.53
2005-04-11T20:17:07	116.28	3.63
2005-04-11T20:17:37	124.72	13.71
2005-04-11T20:18:07	149.76	4.42
2005-04-11T20:18:37	133.81	6.57
2005-04-11T20:19:07	156.90	11.00
2005-04-11T20:19:37	139.72	4.13
2005-04-11T20:20:07	140.04	10.42
2005-04-11T20:20:37	122.81	7.06
2005-04-11T20:21:07	149.66	10.91
2005-04-11T20:21:37	153.24	7.22
2005-04-11T20:22:07	142.00	13.23
2005-04-11T20:22:37	162.78	8.43
2005-04-11T20:23:07	146.36	4.86
2005-04-11T20:23:37	143.30	12.43
2005-04-11T20:24:07	145.84	11.89
2005-04-11T20:24:37	139.06	6.63
2005-04-11T20:25:07	131.46	9.82
2005-04-11T20:25:37	143.15	5.46
2005-04-11T20:26:07	127.25	4.80
2005-04-11T20:26:37	140.31	7.86
2005-04-11T20:27:07	144.67	6.65
2005-04-11T20:27:37	128.25	5.01
2005-04-11T20:28:07	144.93	6.54
2005-04-11T20:28:37	147.25	7.47
2005-04-11T20:29:07	146.93	6.65
2005-04-11T20:29:37	154.71	3.46
2005-04-11T20:30:07	148.92	7.25
2005-04-11T20:30:37	130.82	12.66
2005-04-11T20:31:07	140.10	5.87
2005-04-11T20:31:37	140.51	13.21
2005-04-11T20:32:07	129.99	4.90
2005-04-11T20:32:37	128.66	7.88
2005-04-11T20:33:07	133.92	8.79
2005-04-11T20:33:37	143.78	12.28
2005-04-11T20:34:07	140.51	7.92
2005-04-11T20:34:37	147.44	13.75
2005-04-11T20:35:07	147.24	357.94
2005-04-11T20:35:37	112.98	3.94
2005-04-11T20:36:07	148.43	5.77
2005-04-11T20:36:37	139.87	7.63
2005-04-11T20:37:07	135.13	9.80
2005-04-11T20:37:37	144.07	10.09
2005-04-11T20:38:07	137.16	3.12
2005-04-11T20:38:37	122.10	11.19
2005-04-11T20:39:07	139.76	7.47
2005-04-11T20:39:37	140.73	3.97
2005-04-11T20:40:07	126.20	9.20
2005-04-11T20:40:37	138.68	3.87
2005-04-11T20:41:07	135.61	9.17
2005-04-11T20:41:37	158.35	13.12
2005-04-11T20:42:07	140.68	16.82
2005-04-11T20:42:37	142.94	8.06
2005-04-11T20:43:07	148.67	13.48
2005-04-11T20:43:37	148.68	1.51
2005-04-11T20:44:07	150.22	12.05
2005-04-11T20:44:37	151.50	6.55
2005-04-11T20:45:07	116.16	6.10
2005-04-11T20:45:37	122.46	11.63
2005-04-11T20:46:07	116.96	358.68
2005-04-11T20:46:37	147.36	359.67
2005-04-11T20:47:07	123.96	6.08
2005-04-11T20:47:37	128.40	11.06
2005-04-11T20:48:07	133.31	2.76
2005-04-11T20:48:37	121.38	2.81
2005-04-11T20:49:07	127.08	7.24
2005-04-11T20:49:37	119.43	10.38
2005-04-11T20:50:07	135.86	5.88
2005-04-11T20:50:37	137.97	8.36
2005-04-11T20:51:07	128.50	10.70
2005-04-11T20:51:37	127.45	1.73
2005-04-11T20:52:07	106.79	4.12
2005-04-11T20:52:37	113.60	6.60
2005-04-11T20:53:07	141.07	4.29
2005-04-11T20:53:37	141.00	6.35
2005-04-11T20:54:07	149.86	1.14
2005-04-11T20:54:37	142.68	7.75
2005-04-11T20:55:07	128.54	6.31
2005-04-11T20:55:37	136.44	8.96
2005-04-11T20:56:07	131.73	5.90
2005-04-11T20:56:37	139.93	356.37
2005-04-11T20:57:07	153.39	1.35
2005-04-11T20:57:37	157.50	14.23
2005-04-11T20:58:07	128.43	7.21
2005-04-11T20:58:37	146.56	6.49
2005-04-11T20:59:07	140.41	5.80
2005-04-11T20:59:37	142.62	7.16
2005-04-11T21:00:07	130.46	6.80
2005-04-11T21:00:37	154.77	2.02
2005-04-11T21:01:07	131.82	5.69
2005-04-11T21:01:37	121.45	8.27
2005-04-11T21:02:07	140.95	356.68
2005-04-11T21:02:37	157.22	3.22
2005-04-11T21:03:07	141.56	7.54
2005-04-11T21:03:37	129.64	16.17
2005-04-11T21:04:07	143.36	5.44
2005-04-11T21:04:37	126.85	7.60
2005-04-11T21:05:07	151.00	7.89
2005-04-11T21:05:37	134.81	1.02
2005-04-11T21:06:07	151.20	1.56
2005-04-11T21:06:37	129.71	6.28
2005-04-11T21:07:07	132.49	8.46
2005-04-11T21:07:37	135.59	6.82
2005-04-11T21:08:07	136.04	6.67
2005-04-11T21:08:37	121.04	2.08
2005-04-11T21:09:07	107.56	2.77
2005-04-11T21:09:37	144.41	5.28
2005-04-11T21:10:07	123.94	8.81
2005-04-11T21:10:37	143.10	5.02
2005-04-11T21:11:07	145.14	358.62
2005-04-11T21:11:37	138.39	5.37
2005-04-11T21:12:07	132.68	9.01
2005-04-11T21:12:37	143.62	6.88
2005-04-11T21:13:07	147.88	0.08
2005-04-11T21:13:37	123.39	9.29
2005-04-11T21:14:07	132.72	359.93
2005-04-11T21:14:37	130.19	359.52
2005-04-11T21:15:07	114.99	2.38
2005-04-11T21:15:37	114.22	0.44
2005-04-11T21:16:07	130.01	6.60
2005-04-11T21:16:37	136.17	359.02
2005-04-11T21:17:07	127.84	358.66
2005-04-11T21:17:37	104.47	9.07
2005-04-11T21:18:07	128.75	12.64
2005-04-11T21:18:37	121.19	0.46
2005-04-11T21:19:07	114.12	6.27
2005-04-11T21:19:37	126.59	1.06
2005-04-11T21:20:07	117.72	5.59
2005-04-11T21:20:37	134.91	355.79
2005-04-11T21:21:07	125.00	0.04
2005-04-11T21:21:37	148.73	355.56
2005-04-11T21:22:07	129.47	7.03
2005-04-11T21:22:37	118.23	3.84
2005-04-11T21:23:07	132.78	6.49
2005-04-11T21:23:37	125.50	12.55
2005-04-11T21:24:07	127.22	2.00
2005-04-11T21:24:37	126.17	359.51
2005-04-11T21:25:07	128.86	13.08
2005-04-11T21:25:37	119.73	6.22
2005-04-11T21:26:07	120.62	356.65
2005-04-11T21:26:37	126.12	18.88
2005-04-11T21:27:07	141.41	0.41
2005-04-11T21:27:37	122.78	8.17
2005-04-11T21:28:07	130.48	358.27
2005-04-11T21:28:37	138.39	350.41
2005-04-11T21:29:07	137.97	4.33
2005-04-11T21:29:37	135.20	3.10
2005-04-11T21:30:07	140.84	4.87
2005-04-11T21:30:37	121.92	3.87
2005-04-11T21:31:07	133.63	359.28
2005-04-11T21:31:37	147.20	359.07
2005-04-11T21:32:07	119.34	18.79
2005-04-11T21:32:37	117.71	17.08
2005-04-11T21:33:07	120.48	0.71
2005-04-11T21:33:37	115.37	0.06
2005-04-11T21:34:07	113.83	0.57
2005-04-11T21:34:37	151.58	11.49
2005-04-11T21:35:07	131.55	359.37
2005-04-11T21:35:37	119.03	3.65
2005-04-11T21:36:07	125.59	4.41
2005-04-11T21:36:37	121.01	355.73
2005-04-11T21:37:07	111.56	5.18
2005-04-11T21:37:37	121.96	8.15
2005-04-11T21:38:07	132.91	0.13
2005-04-11T21:38:37	117.82	6.91
2005-04-11T21:39:07	100.28	6.39
2005-04-11T21:39:37	104.94	11.10
2005-04-11T21:40:07	131.30	5.11
2005-04-11T21:40:37	122.54	358.29
2005-04-11T21:41:07	121.44	1.11
2005-04-11T21:41:37	124.61	8.71
2005-04-11T21:42:07	132.17	4.98
2005-04-11T21:42:37	110.21	2.28
2005-04-11T21:43:07	118.58	358.92
2005-04-11T21:43:37	133.01	8.00
2005-04-11T21:44:07	105.89	5.05
2005-04-11T21:44:37	116.29	5.62
2005-04-11T21:45:07	126.66	2.36
2005-04-11T21:45:37	122.18	2.68
2005-04-11T21:46:07	110.97	356.91
2005-04-11T21:46:37	121.31	9.36
2005-04-11T21:47:07	116.87	10.88
2005-04-11T21:47:37	101.24	4.70
2005-04-11T21:48:07	114.21	5.65
2005-04-11T21:48:37	116.79	358.07
2005-04-11T21:49:07	124.40	0.56
2005-04-11T21:49:37	125.32	1.13
2005-04-11T21:50:07	120.08	4.41
2005-04-11T21:50:37	118.45	13.12
2005-04-11T21:51:07	118.80	358.35
2005-04-11T21:51:37	117.25	1.70
2005-04-11T21:52:07	119.58	359.35
2005-04-11T21:52:37	111.62	4.75
2005-04-11T21:53:07	118.52	359.53
2005-04-11T21:53:37	112.47	6.60
2005-04-11T21:54:07	104.31	7.27
2005-04-11T21:54:37	114.58	351.32
2005-04-11T21:55:07	94.04	3.38
2005-04-11T21:55:37	109.14	0.32
2005-04-11T21:56:07	107.56	354.55
2005-04-11T21:56:37	109.58	6.00
2005-04-11T21:57:07	118.19	355.10
2005-04-11T21:57:37	118.23	12.81
2005-04-11T21:58:07	108.26	354.08
2005-04-11T21:58:37	121.10	2.76
2005-04-11T21:59:07	108.65	359.53
2005-04-11T21:59:37	101.64	5.46
2005-04-11T22:00:07	123.12	2.63
2005-04-11T22:00:37	124.90	357.36
2005-04-11T22:01:07	111.61	351.42
2005-04-11T22:01:37	108.40	0.78
2005-04-11T22:02:07	106.55	359.43
2005-04-11T22:02:37	93.56	355.34
2005-04-11T22:03:07	99.31	7.60
2005-04-11T22:03:37	123.87	6.15
2005-04-11T22:04:07	122.76	6.09
2005-04-11T22:04:37	116.82	4.91
2005-04-11T22:05:07	114.84	5.28
2005-04-11T22:05:37	103.49	6.31
2005-04-11T22:06:07	98.43	352.40
2005-04-11T22:06:37	104.06	354.69
2005-04-11T22:07:07	119.82	355.28
2005-04-11T22:07:37	97.85	352.78
2005-04-11T22:08:07	105.06	354.78
2005-04-11T22:08:37	101.57	1.75
2005-04-11T22:09:07	110.99	5.26
2005-04-11T22:09:37	102.49	1.53
2005-04-11T22:10:07	95.67	352.17
2005-04-11T22:10:37	93.73	6.44
2005-04-11T22:11:07	88.58	0.96
2005-04-11T22:11:37	94.60	8.22
2005-04-11T22:12:07	106.03	357.41
2005-04-11T22:12:37	100.79	3.71
2005-04-11T22:13:07	91.61	352.48
2005-04-11T22:13:37	84.20	1.01
2005-04-11T22:14:07	106.15	7.02
2005-04-11T22:14:37	99.45	3.38
2005-04-11T22:15:07	112.07	9.30
2005-04-11T22:15:37	67.10	6.68
2005-04-11T22:16:07	101.36	4.54
2005-04-11T22:16:37	98.47	4.43
2005-04-11T22:17:07	89.88	5.82
2005-04-11T22:17:37	87.11	0.64
2005-04-11T22:18:07	88.01	350.86
2005-04-11T22:18:37	83.96	6.54
2005-04-11T22:19:07	95.38	5.63
2005-04-11T22:19:37	115.22	4.55
2005-04-11T22:20:07	97.84	357.18
2005-04-11T22:20:37	89.73	359.17
2005-04-11T22:21:07	105.28	357.25
2005-04-11T22:21:37	82.70	6.56
2005-04-11T22:22:07	100.88	358.53
2005-04-11T22:22:37	93.53	9.07
2005-04-11T22:23:07	91.26	1.19
2005-04-11T22:23:37	60.79	0.80
2005-04-11T22:24:07	92.15	4.50
2005-04-11T22:24:37	102.52	348.14
2005-04-11T22:25:07	75.79	346.95
2005-04-11T22:25:37	82.66	359.36
2005-04-11T22:26:07	104.51	357.19
2005-04-11T22:26:37	100.22	356.26
2005-04-11T22:27:07	104.28	4.24
2005-04-11T22:27:37	91.50	356.36
2005-04-11T22:28:07	90.16	12.97
2005-04-11T22:28:37	88.74	3.20
2005-04-11T22:29:07	78.40	349.00
2005-04-11T22:29:37	86.97	3.72
2005-04-11T22:30:07	82.33	358.36
2005-04-11T22:30:37	108.18	352.37
2005-04-11T22:31:07	112.26	8.28
2005-04-11T22:31:37	92.51	3.78
2005-04-11T22:32:07	88.76	352.22
2005-04-11T22:32:37	85.65	5.13
2005-04-11T22:33:07	87.17	358.36
2005-04-11T22:33:37	94.69	357.26
2005-04-11T22:34:07	94.11	352.05
2005-04-11T22:34:37	85.38	359.49
2005-04-11T22:35:07	62.89	1.16
2005-04-11T22:35:37	70.38	355.04
2005-04-11T22:36:07	75.84	25.03
2005-04-11T22:36:37	91.98	4.28
2005-04-11T22:37:07	81.90	354.66
2005-04-11T22:37:37	77.71	1.86
2005-04-11T22:38:07	91.25	7.56
2005-04-11T22:38:37	80.30	356.88
2005-04-11T22:39:07	79.14	358.26
2005-04-11T22:39:37	91.10	359.42
2005-04-11T22:40:07	84.72	348.68
2005-04-11T22:40:37	87.47	357.54
2005-04-11T22:41:07	81.70	3.78
2005-04-11T22:41:37	68.27	345.43
2005-04-11T22:42:07	79.44	354.32
2005-04-11T22:42:37	99.56	354.56
2005-04-11T22:43:07	77.20	12.43
2005-04-11T22:43:37	96.42	351.63
2005-04-11T22:44:07	85.88	357.95
2005-04-11T22:44:37	96.37	348.84
2005-04-11T22:45:07	83.19	1.71
2005-04-11T22:45:37	63.54	353.12
2005-04-11T22:46:07	82.21	10.55
2005-04-11T22:46:37	67.60	2.11
2005-04-11T22:47:07	56.62	16.59
2005-04-11T22:47:37	55.14	5.17
2005-04-11T22:48:07	78.30	5.66
2005-04-11T22:48:37	44.78	353.70
2005-04-11T22:49:07	88.35	354.67
2005-04-11T22:49:37	75.93	15.09
2005-04-11T22:50:07	51.96	357.05
2005-04-11T22:50:37	62.73	2.59
2005-04-11T22:51:07	63.49	2.30
2005-04-11T22:51:37	66.87	334.47
2005-04-11T22:52:07	61.39	356.81
2005-04-11T22:52:37	57.72	336.12
2005-04-11T22:53:07	60.33	12.31
2005-04-11T22:53:37	75.55	2.50
2005-04-11T22:54:07	62.25	12.97
2005-04-11T22:54:37	57.74	359.67
2005-04-11T22:55:07	64.76	358.52
2005-04-11T22:55:37	57.33	20.94
2005-04-11T22:56:07	79.29	339.35
2005-04-11T22:56:37	72.12	354.12
2005-04-11T22:57:07	58.79	1.39
2005-04-11T22:57:37	71.15	1.53
2005-04-11T22:58:07	55.00	340.68
2005-04-11T22:58:37	63.84	339.85
2005-04-11T22:59:07	52.36	8.65
2005-04-11T22:59:37	60.73	352.24
2005-04-11T23:00:07	74.53	343.73
2005-04-11T23:00:37	60.68	349.99
2005-04-11T23:01:07	67.23	7.32
2005-04-11T23:01:37	61.88	341.34
2005-04-11T23:02:07	62.27	330.20
2005-04-11T23:02:37	60.43	342.09
2005-04-11T23:03:07	75.81	334.03
2005-04-11T23:03:37	48.45	358.44
2005-04-11T23:04:07	63.58	335.25
2005-04-11T23:04:37	86.66	344.00
2005-04-11T23:05:07	54.16	350.23
2005-04-11T23:05:37	70.02	349.96
2005-04-11T23:06:07	59.74	352.63
2005-04-11T23:06:37	33.55	24.05
2005-04-11T23:07:07	81.86	351.63
2005-04-11T23:07:37	61.39	345.83
2005-04-11T23:08:07	54.33	340.51
2005-04-11T23:08:37	58.47	358.87
2005-04-11T23:09:07	57.16	330.04
2005-04-11T23:09:37	40.56	352.11
2005-04-11T23:10:07	46.96	338.89
2005-04-11T23:10:37	41.19	356.89
2005-04-11T23:11:07	61.79	7.91
2005-04-11T23:11:37	46.06	346.71
2005-04-11T23:12:07	46.51	357.03
2005-04-11T23:12:37	43.92	346.42
2005-04-11T23:13:07	56.96	9.33
2005-04-11T23:13:37	43.87	332.94
2005-04-11T23:14:07	73.84	350.47
2005-04-11T23:14:37	70.31	343.77
2005-04-11T23:15:07	63.73	345.11
2005-04-11T23:15:37	51.25	348.52
2005-04-11T23:16:07	47.08	338.21
2005-04-11T23:16:37	38.79	338.23
2005-04-11T23:17:07	38.92	355.67
2005-04-11T23:17:37	39.15	325.14
2005-04-11T23:18:07	57.69	353.71
2005-04-11T23:18:37	41.74	19.38
2005-04-11T23:19:07	53.49	353.43
2005-04-11T23:19:37	41.19	334.50
2005-04-11T23:20:07	54.96	342.67
2005-04-11T23:20:37	44.64	345.02
2005-04-11T23:21:07	60.71	341.79
2005-04-11T23:21:37	65.54	342.84
2005-04-11T23:22:07	41.97	336.02
2005-04-11T23:22:37	68.08	344.93
