/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): DISPRO drifter 72975 trackline. PANGAEA, https://doi.org/10.1594/PANGAEA.762198, 
	In supplement to: Bailly du Bois, P et al. (2012): In-situ database toolbox for short-term dispersion model validation in macro-tidal seas, application for 2D-model. Continental Shelf Research, 36, 63-82, https://doi.org/10.1016/j.csr.2012.01.011
Coverage:	MEDIAN LATITUDE: 49.608305 * MEDIAN LONGITUDE: -2.085928 * SOUTH-BOUND LATITUDE: 49.303100 * WEST-BOUND LONGITUDE: -2.694200 * NORTH-BOUND LATITUDE: 49.802700 * EAST-BOUND LONGITUDE: -1.547500
	DATE/TIME START: 2007-03-15T14:04:00 * DATE/TIME END: 2007-03-28T18:00:00
Event(s):	Drifter_72975 * LATITUDE START: 49.663500 * LONGITUDE START: -2.075800 * LATITUDE END: 49.624900 * LONGITUDE END: -2.600700 * DATE/TIME START: 2007-03-15T14:04:15 * DATE/TIME END: 2007-03-28T18:00:10 * LOCATION: La Hague Cape, English Channel * CAMPAIGN: DISPRO * BASIS: Côtes de la Manche * METHOD/DEVICE: Drifter (DRIFT)
Comment:	Two Argos drifters were released on 15 March 2007. These devices are described by Niiler et al. (1995) and validated as being reliable for tracking water-mass movements: they consist of a surface buoy with a GPS receiver and a transmission link towards the ARGOS system. A cable and a 5m holey sock are immersed at a depth 15 m. Their drift is representative of the surface currents in this layer. Theses two drifters were released at the same time at a distance of 100 m apart in the Blanchard race, and then tracked every 30 minutes over 13 days. They were separated by a distance of 54 km from each other at the time of their retrieval. The trajectories shown illustrate the variability of currents in the Cap de la Hague area.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	LATITUDE (Latitude) * GEOCODE
	Number (No) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * COMMENT: of drifter
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	570 data points
*/
Date/Time	Longitude	Latitude	No
2007-03-17T02:30	-2.0954	49.6972	72975
2007-03-17T03:00	-2.0900	49.6937	72975
2007-03-17T03:30	-2.0788	49.6997	72975
2007-03-17T04:00	-2.0602	49.7203	72975
2007-03-17T04:30	-2.0305	49.7469	72975
2007-03-17T05:00	-1.9854	49.7734	72975
2007-03-17T05:30	-1.9213	49.7895	72975
2007-03-17T06:00	-1.8566	49.7936	72975
2007-03-17T06:30	-1.8017	49.7899	72975
2007-03-17T07:00	-1.7589	49.7831	72975
2007-03-17T07:30	-1.7254	49.7767	72975
2007-03-17T08:00	-1.6999	49.7711	72975
2007-03-17T08:30	-1.6831	49.7663	72975
2007-03-17T09:00	-1.6770	49.7622	72975
2007-03-17T09:02	-1.6778	49.7622	72975
2007-03-17T09:30	-1.6811	49.7592	72975
2007-03-17T10:00	-1.6970	49.7571	72975
2007-03-17T10:30	-1.7240	49.7565	72975
2007-03-17T11:00	-1.7619	49.7578	72975
2007-03-17T11:30	-1.8091	49.7626	72975
2007-03-17T12:00	-1.8649	49.7688	72975
2007-03-17T12:30	-1.9244	49.7721	72975
2007-03-17T13:00	-1.9906	49.7629	72975
2007-03-17T13:30	-2.0377	49.7413	72975
2007-03-17T14:00	-2.0688	49.7173	72975
2007-03-17T14:30	-2.0792	49.6965	72975
2007-03-17T15:00	-2.0793	49.6843	72975
2007-03-17T15:30	-2.0729	49.6825	72975
2007-03-17T16:00	-2.0623	49.6941	72975
2007-03-17T16:30	-2.0412	49.7235	72975
2007-03-17T17:00	-2.0100	49.7520	72975
2007-03-17T17:30	-1.9541	49.7780	72975
2007-03-17T18:00	-1.8837	49.7871	72975
2007-03-17T18:30	-1.8224	49.7840	72975
2007-03-17T19:00	-1.7744	49.7770	72975
2007-03-17T19:30	-1.7362	49.7675	72975
2007-03-17T20:00	-1.7080	49.7595	72975
2007-03-17T20:30	-1.6886	49.7543	72975
2007-03-17T21:00	-1.6766	49.7499	72975
2007-03-17T21:30	-1.6735	49.7465	72975
2007-03-17T22:01	-1.6804	49.7440	72975
2007-03-17T22:31	-1.6964	49.7433	72975
2007-03-17T23:00	-1.7225	49.7440	72975
2007-03-17T23:30	-1.7586	49.7465	72975
2007-03-18T00:00	-1.8027	49.7513	72975
2007-03-18T00:31	-1.8582	49.7594	72975
2007-03-18T01:00	-1.9206	49.7653	72975
2007-03-18T01:30	-1.9820	49.7566	72975
2007-03-18T01:31	-1.9818	49.7566	72975
2007-03-18T02:00	-2.0264	49.7352	72975
2007-03-18T02:30	-2.0480	49.7115	72975
2007-03-18T03:00	-2.0535	49.6945	72975
2007-03-18T03:30	-2.0501	49.6898	72975
2007-03-18T04:01	-2.0394	49.6992	72975
2007-03-18T04:30	-2.0188	49.7270	72975
2007-03-18T05:00	-1.9726	49.7602	72975
2007-03-18T05:30	-1.9000	49.7780	72975
2007-03-18T06:00	-1.8289	49.7774	72975
2007-03-18T06:30	-1.7662	49.7668	72975
2007-03-18T07:00	-1.7134	49.7556	72975
2007-03-18T07:30	-1.6689	49.7477	72975
2007-03-18T08:00	-1.6302	49.7427	72975
2007-03-18T08:30	-1.5979	49.7410	72975
2007-03-18T09:00	-1.5711	49.7399	72975
2007-03-18T09:30	-1.5545	49.7391	72975
2007-03-18T10:01	-1.5475	49.7384	72975
2007-03-18T10:30	-1.5517	49.7368	72975
2007-03-18T11:00	-1.5676	49.7344	72975
2007-03-18T11:30	-1.5946	49.7325	72975
2007-03-18T12:00	-1.6310	49.7313	72975
2007-03-18T12:30	-1.6742	49.7315	72975
2007-03-18T13:00	-1.7226	49.7339	72975
2007-03-18T13:30	-1.7706	49.7374	72975
2007-03-18T14:00	-1.8203	49.7432	72975
2007-03-18T14:30	-1.8697	49.7507	72975
2007-03-18T15:31	-1.9465	49.7572	72975
2007-03-18T16:00	-1.9544	49.7592	72975
2007-03-18T16:30	-1.9410	49.7650	72975
2007-03-18T17:00	-1.9074	49.7706	72975
2007-03-18T17:30	-1.8568	49.7692	72975
2007-03-18T18:00	-1.8010	49.7618	72975
2007-03-18T18:30	-1.7562	49.7531	72975
2007-03-18T19:01	-1.7158	49.7455	72975
2007-03-18T19:30	-1.6800	49.7392	72975
2007-03-18T20:00	-1.6462	49.7349	72975
2007-03-18T20:30	-1.6167	49.7328	72975
2007-03-18T21:00	-1.5918	49.7313	72975
2007-03-18T21:30	-1.5727	49.7301	72975
2007-03-18T22:01	-1.5620	49.7296	72975
2007-03-18T22:30	-1.5615	49.7290	72975
2007-03-18T23:00	-1.5707	49.7287	72975
2007-03-18T23:30	-1.5922	49.7281	72975
2007-03-19T00:00	-1.6261	49.7274	72975
2007-03-19T00:30	-1.6676	49.7269	72975
2007-03-19T01:00	-1.7133	49.7301	72975
2007-03-19T01:31	-1.7650	49.7345	72975
2007-03-19T02:00	-1.8167	49.7417	72975
2007-03-19T02:30	-1.8794	49.7515	72975
2007-03-19T03:00	-1.9396	49.7560	72975
2007-03-19T03:30	-1.9878	49.7481	72975
2007-03-19T04:01	-2.0137	49.7371	72975
2007-03-19T04:30	-2.0166	49.7353	72975
2007-03-19T05:00	-2.0027	49.7459	72975
2007-03-19T05:30	-1.9585	49.7642	72975
2007-03-19T06:00	-1.8883	49.7739	72975
2007-03-19T06:31	-1.8157	49.7666	72975
2007-03-19T07:00	-1.7661	49.7563	72975
2007-03-19T07:30	-1.7214	49.7455	72975
2007-03-19T08:00	-1.6833	49.7380	72975
2007-03-19T08:30	-1.6520	49.7317	72975
2007-03-19T09:01	-1.6247	49.7274	72975
2007-03-19T09:30	-1.6071	49.7248	72975
2007-03-19T10:00	-1.5938	49.7234	72975
2007-03-19T10:30	-1.5898	49.7227	72975
2007-03-19T11:01	-1.5967	49.7221	72975
2007-03-19T11:30	-1.6154	49.7210	72975
2007-03-19T12:00	-1.6446	49.7203	72975
2007-03-19T12:31	-1.6855	49.7210	72975
2007-03-19T13:00	-1.7296	49.7238	72975
2007-03-19T13:30	-1.7812	49.7283	72975
2007-03-19T14:00	-1.8380	49.7385	72975
2007-03-19T14:30	-1.9110	49.7486	72975
2007-03-19T15:00	-1.9875	49.7411	72975
2007-03-19T15:30	-2.0158	49.7111	72975
2007-03-19T16:00	-2.0189	49.6849	72975
2007-03-19T16:30	-2.0158	49.6778	72975
2007-03-19T17:00	-2.0091	49.6846	72975
2007-03-19T17:30	-2.0030	49.7111	72975
2007-03-19T18:00	-1.9695	49.7527	72975
2007-03-19T18:30	-1.8956	49.7658	72975
2007-03-19T19:00	-1.8278	49.7526	72975
2007-03-19T19:31	-1.7831	49.7376	72975
2007-03-19T20:00	-1.7522	49.7256	72975
2007-03-19T21:00	-1.7064	49.7102	72975
2007-03-19T21:30	-1.6971	49.7057	72975
2007-03-19T22:01	-1.6969	49.7045	72975
2007-03-19T22:30	-1.6967	49.7096	72975
2007-03-19T23:00	-1.7231	49.7028	72975
2007-03-19T23:30	-1.7509	49.7024	72975
2007-03-20T00:01	-1.7812	49.7065	72975
2007-03-20T00:30	-1.8076	49.7110	72975
2007-03-20T01:04	-1.8519	49.7299	72975
2007-03-20T01:31	-1.9135	49.7388	72975
2007-03-20T02:00	-1.9823	49.7247	72975
2007-03-20T02:31	-1.9817	49.6838	72975
2007-03-20T03:30	-1.9607	49.6467	72975
2007-03-20T04:00	-1.9554	49.6414	72975
2007-03-20T04:30	-1.9523	49.6409	72975
2007-03-20T05:00	-1.9551	49.6458	72975
2007-03-20T05:30	-1.9637	49.6592	72975
2007-03-20T06:02	-1.9775	49.6919	72975
2007-03-20T06:30	-1.9700	49.7380	72975
2007-03-20T07:00	-1.8996	49.7547	72975
2007-03-20T07:30	-1.8431	49.7387	72975
2007-03-20T08:00	-1.8160	49.7263	72975
2007-03-20T08:30	-1.8017	49.7174	72975
2007-03-20T09:00	-1.8008	49.7111	72975
2007-03-20T09:31	-1.8124	49.7113	72975
2007-03-20T10:00	-1.8300	49.7199	72975
2007-03-20T10:30	-1.8703	49.7324	72975
2007-03-20T11:00	-1.9154	49.7396	72975
2007-03-20T11:30	-1.9664	49.7398	72975
2007-03-20T12:00	-1.9947	49.7157	72975
2007-03-20T13:00	-1.9885	49.6431	72975
2007-03-20T13:30	-1.9811	49.6179	72975
2007-03-20T14:00	-1.9743	49.5946	72975
2007-03-20T14:30	-1.9699	49.5757	72975
2007-03-20T15:30	-1.9591	49.5460	72975
2007-03-20T16:01	-1.9517	49.5335	72975
2007-03-20T16:30	-1.9439	49.5248	72975
2007-03-20T17:00	-1.9357	49.5200	72975
2007-03-20T17:30	-1.9280	49.5197	72975
2007-03-20T18:01	-1.9220	49.5259	72975
2007-03-20T18:30	-1.9171	49.5413	72975
2007-03-20T19:00	-1.9088	49.5629	72975
2007-03-20T19:30	-1.9006	49.5833	72975
2007-03-20T20:00	-1.8975	49.6014	72975
2007-03-20T20:30	-1.8995	49.6166	72975
2007-03-20T21:00	-1.9072	49.6298	72975
2007-03-20T21:31	-1.9196	49.6406	72975
2007-03-20T22:00	-1.9322	49.6497	72975
2007-03-20T22:30	-1.9460	49.6576	72975
2007-03-20T23:00	-1.9552	49.6606	72975
2007-03-20T23:30	-1.9545	49.6560	72975
2007-03-21T00:02	-1.9492	49.6458	72975
2007-03-21T00:30	-1.9411	49.6360	72975
2007-03-21T01:00	-1.9312	49.6272	72975
2007-03-21T01:30	-1.9223	49.6192	72975
2007-03-21T02:00	-1.9158	49.6131	72975
2007-03-21T02:30	-1.9101	49.6062	72975
2007-03-21T03:00	-1.9052	49.5999	72975
2007-03-21T03:30	-1.9012	49.5936	72975
2007-03-21T04:00	-1.8974	49.5876	72975
2007-03-21T04:31	-1.8930	49.5842	72975
2007-03-21T05:00	-1.8890	49.5835	72975
2007-03-21T05:30	-1.8846	49.5859	72975
2007-03-21T06:00	-1.8806	49.5933	72975
2007-03-21T06:30	-1.8773	49.6037	72975
2007-03-21T07:00	-1.8780	49.6161	72975
2007-03-21T07:30	-1.8830	49.6286	72975
2007-03-21T08:00	-1.8950	49.6422	72975
2007-03-21T08:30	-1.9191	49.6545	72975
2007-03-21T09:00	-1.9627	49.6835	72975
2007-03-21T09:30	-1.9632	49.7227	72975
2007-03-21T10:00	-1.9613	49.7420	72975
2007-03-21T10:31	-1.9539	49.7535	72975
2007-03-21T11:00	-1.9557	49.7584	72975
2007-03-21T11:30	-1.9669	49.7587	72975
2007-03-21T12:00	-1.9919	49.7538	72975
2007-03-21T12:30	-2.0268	49.7421	72975
2007-03-21T13:00	-2.0657	49.7211	72975
2007-03-21T13:30	-2.1012	49.6832	72975
2007-03-21T14:00	-2.1294	49.6464	72975
2007-03-21T14:30	-2.1540	49.6158	72975
2007-03-21T15:00	-2.1711	49.5886	72975
2007-03-21T15:30	-2.1805	49.5587	72975
2007-03-21T15:31	-2.1808	49.5587	72975
2007-03-21T16:00	-2.1831	49.5330	72975
2007-03-21T16:30	-2.1781	49.5098	72975
2007-03-21T17:00	-2.1655	49.4897	72975
2007-03-21T17:30	-2.1473	49.4741	72975
2007-03-21T18:00	-2.1258	49.4650	72975
2007-03-21T18:00	-2.1258	49.4650	72975
2007-03-21T19:00	-2.0753	49.4621	72975
2007-03-21T19:30	-2.0567	49.4707	72975
2007-03-21T20:00	-2.0439	49.4853	72975
2007-03-21T20:30	-2.0359	49.5048	72975
2007-03-21T21:00	-2.0327	49.5279	72975
2007-03-21T21:30	-2.0330	49.5535	72975
2007-03-21T22:00	-2.0360	49.5804	72975
2007-03-21T22:30	-2.0384	49.6047	72975
2007-03-21T23:00	-2.0420	49.6254	72975
2007-03-21T23:30	-2.0459	49.6394	72975
2007-03-22T00:00	-2.0512	49.6450	72975
2007-03-22T00:30	-2.0590	49.6423	72975
2007-03-22T01:00	-2.0708	49.6306	72975
2007-03-22T01:30	-2.0872	49.6112	72975
2007-03-22T02:00	-2.1024	49.5898	72975
2007-03-22T02:30	-2.1144	49.5662	72975
2007-03-22T03:00	-2.1251	49.5419	72975
2007-03-22T03:30	-2.1338	49.5168	72975
2007-03-22T04:00	-2.1368	49.4921	72975
2007-03-22T04:30	-2.1338	49.4707	72975
2007-03-22T05:00	-2.1240	49.4518	72975
2007-03-22T05:30	-2.1080	49.4365	72975
2007-03-22T06:00	-2.0864	49.4242	72975
2007-03-22T06:30	-2.0610	49.4160	72975
2007-03-22T06:31	-2.0610	49.4161	72975
2007-03-22T07:00	-2.0355	49.4122	72975
2007-03-22T07:30	-2.0152	49.4137	72975
2007-03-22T08:00	-2.0006	49.4205	72975
2007-03-22T08:30	-1.9916	49.4336	72975
2007-03-22T09:00	-1.9876	49.4512	72975
2007-03-22T09:30	-1.9882	49.4714	72975
2007-03-22T10:00	-1.9909	49.4935	72975
2007-03-22T10:30	-1.9954	49.5141	72975
2007-03-22T11:00	-2.0006	49.5315	72975
2007-03-22T11:30	-2.0068	49.5457	72975
2007-03-22T12:00	-2.0133	49.5555	72975
2007-03-22T12:30	-2.0208	49.5591	72975
2007-03-22T13:00	-2.0297	49.5570	72975
2007-03-22T13:30	-2.0398	49.5488	72975
2007-03-22T14:00	-2.0511	49.5352	72975
2007-03-22T14:30	-2.0614	49.5190	72975
2007-03-22T15:00	-2.0710	49.5004	72975
2007-03-22T15:30	-2.0796	49.4800	72975
2007-03-22T16:00	-2.0855	49.4603	72975
2007-03-22T16:30	-2.0868	49.4407	72975
2007-03-22T17:00	-2.0815	49.4234	72975
2007-03-22T17:30	-2.0688	49.4077	72975
2007-03-22T18:00	-2.0511	49.3936	72975
2007-03-22T18:30	-2.0285	49.3815	72975
2007-03-22T19:00	-2.0057	49.3727	72975
2007-03-22T19:30	-1.9862	49.3677	72975
2007-03-22T20:00	-1.9724	49.3680	72975
2007-03-22T20:30	-1.9663	49.3741	72975
2007-03-22T21:30	-1.9679	49.3995	72975
2007-03-22T22:00	-1.9730	49.4157	72975
2007-03-22T22:30	-1.9780	49.4316	72975
2007-03-22T23:00	-1.9848	49.4465	72975
2007-03-22T23:30	-1.9918	49.4593	72975
2007-03-23T00:00	-1.9997	49.4687	72975
2007-03-23T00:30	-2.0076	49.4739	72975
2007-03-23T01:01	-2.0166	49.4746	72975
2007-03-23T01:30	-2.0280	49.4707	72975
2007-03-23T02:00	-2.0413	49.4623	72975
2007-03-23T02:30	-2.0559	49.4506	72975
2007-03-23T03:00	-2.0709	49.4369	72975
2007-03-23T03:30	-2.0863	49.4218	72975
2007-03-23T04:00	-2.0986	49.4074	72975
2007-03-23T04:30	-2.1068	49.3924	72975
2007-03-23T05:00	-2.1088	49.3771	72975
2007-03-23T05:30	-2.1028	49.3626	72975
2007-03-23T06:00	-2.0895	49.3482	72975
2007-03-23T06:30	-2.0714	49.3353	72975
2007-03-23T07:00	-2.0509	49.3257	72975
2007-03-23T07:30	-2.0289	49.3214	72975
2007-03-23T08:00	-2.0105	49.3168	72975
2007-03-23T08:30	-2.0019	49.3167	72975
2007-03-23T09:00	-2.0025	49.3211	72975
2007-03-23T09:30	-2.0112	49.3294	72975
2007-03-23T09:30	-2.0106	49.3294	72975
2007-03-23T10:00	-2.0255	49.3411	72975
2007-03-23T10:30	-2.0391	49.3537	72975
2007-03-23T11:00	-2.0523	49.3674	72975
2007-03-23T11:30	-2.0649	49.3801	72975
2007-03-23T12:00	-2.0771	49.3914	72975
2007-03-23T12:30	-2.0901	49.4011	72975
2007-03-23T13:00	-2.1040	49.4071	72975
2007-03-23T13:30	-2.1202	49.4099	72975
2007-03-23T14:00	-2.1385	49.4092	72975
2007-03-23T14:30	-2.1571	49.4054	72975
2007-03-23T15:00	-2.1761	49.3980	72975
2007-03-23T15:30	-2.1953	49.3875	72975
2007-03-23T16:00	-2.2159	49.3739	72975
2007-03-23T16:31	-2.2361	49.3591	72975
2007-03-23T17:00	-2.2525	49.3444	72975
2007-03-23T17:30	-2.2642	49.3322	72975
2007-03-23T18:00	-2.2698	49.3216	72975
2007-03-23T18:30	-2.2702	49.3120	72975
2007-03-23T19:00	-2.2648	49.3054	72975
2007-03-23T19:30	-2.2534	49.3031	72975
2007-03-23T20:00	-2.2385	49.3064	72975
2007-03-23T20:30	-2.2206	49.3140	72975
2007-03-23T21:00	-2.2047	49.3221	72975
2007-03-23T21:30	-2.1916	49.3319	72975
2007-03-23T22:00	-2.1805	49.3431	72975
2007-03-23T22:30	-2.1729	49.3560	72975
2007-03-23T23:00	-2.1672	49.3706	72975
2007-03-23T23:30	-2.1652	49.3852	72975
2007-03-24T00:00	-2.1657	49.3988	72975
2007-03-24T00:30	-2.1675	49.4107	72975
2007-03-24T01:00	-2.1725	49.4189	72975
2007-03-24T01:30	-2.1791	49.4241	72975
2007-03-24T02:00	-2.1876	49.4258	72975
2007-03-24T02:30	-2.1984	49.4238	72975
2007-03-24T03:00	-2.2113	49.4177	72975
2007-03-24T03:31	-2.2270	49.4073	72975
2007-03-24T04:00	-2.2432	49.3944	72975
2007-03-24T04:30	-2.2621	49.3790	72975
2007-03-24T05:00	-2.2822	49.3632	72975
2007-03-24T05:30	-2.3003	49.3483	72975
2007-03-24T06:00	-2.3141	49.3367	72975
2007-03-24T06:30	-2.3210	49.3279	72975
2007-03-24T07:00	-2.3229	49.3207	72975
2007-03-24T07:30	-2.3181	49.3170	72975
2007-03-24T08:00	-2.3090	49.3172	72975
2007-03-24T08:30	-2.2960	49.3224	72975
2007-03-24T09:00	-2.2808	49.3302	72975
2007-03-24T09:30	-2.2646	49.3399	72975
2007-03-24T10:00	-2.2502	49.3518	72975
2007-03-24T10:30	-2.2367	49.3662	72975
2007-03-24T11:01	-2.2254	49.3807	72975
2007-03-24T11:30	-2.2185	49.3960	72975
2007-03-24T12:00	-2.2143	49.4121	72975
2007-03-24T12:30	-2.2123	49.4261	72975
2007-03-24T13:00	-2.2129	49.4394	72975
2007-03-24T13:30	-2.2162	49.4499	72975
2007-03-24T14:00	-2.2221	49.4569	72975
2007-03-24T14:30	-2.2297	49.4603	72975
2007-03-24T15:00	-2.2391	49.4594	72975
2007-03-24T15:30	-2.2489	49.4545	72975
2007-03-24T16:00	-2.2589	49.4447	72975
2007-03-24T16:30	-2.2680	49.4302	72975
2007-03-24T17:00	-2.2789	49.4110	72975
2007-03-24T17:30	-2.2924	49.3939	72975
2007-03-24T18:00	-2.3050	49.3794	72975
2007-03-24T18:31	-2.3164	49.3673	72975
2007-03-24T19:00	-2.3220	49.3597	72975
2007-03-24T19:30	-2.3224	49.3555	72975
2007-03-24T20:00	-2.3182	49.3544	72975
2007-03-24T20:30	-2.3109	49.3570	72975
2007-03-24T21:00	-2.3008	49.3636	72975
2007-03-24T21:30	-2.2883	49.3730	72975
2007-03-24T22:00	-2.2754	49.3867	72975
2007-03-24T22:31	-2.2619	49.4045	72975
2007-03-24T23:00	-2.2517	49.4238	72975
2007-03-24T23:30	-2.2478	49.4467	72975
2007-03-25T00:00	-2.2508	49.4689	72975
2007-03-25T00:30	-2.2570	49.4904	72975
2007-03-25T01:00	-2.2653	49.5088	72975
2007-03-25T01:30	-2.2756	49.5222	72975
2007-03-25T02:00	-2.2871	49.5335	72975
2007-03-25T02:30	-2.3005	49.5408	72975
2007-03-25T03:01	-2.3148	49.5443	72975
2007-03-25T03:30	-2.3291	49.5443	72975
2007-03-25T04:00	-2.3428	49.5413	72975
2007-03-25T04:30	-2.3538	49.5349	72975
2007-03-25T05:00	-2.3615	49.5246	72975
2007-03-25T05:30	-2.3645	49.5105	72975
2007-03-25T06:00	-2.3670	49.4927	72975
2007-03-25T06:30	-2.3723	49.4750	72975
2007-03-25T07:00	-2.3806	49.4625	72975
2007-03-25T07:30	-2.3901	49.4553	72975
2007-03-25T08:00	-2.3962	49.4526	72975
2007-03-25T08:30	-2.3940	49.4553	72975
2007-03-25T09:00	-2.3855	49.4639	72975
2007-03-25T09:30	-2.3728	49.4764	72975
2007-03-25T10:00	-2.3611	49.4919	72975
2007-03-25T10:30	-2.3544	49.5110	72975
2007-03-25T11:00	-2.3526	49.5342	72975
