/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): Current measurements with ADCP 20050412_Omonville. PANGAEA, https://doi.org/10.1594/PANGAEA.762381, 
	In supplement to: Bailly du Bois, P et al. (2012): In-situ database toolbox for short-term dispersion model validation in macro-tidal seas, application for 2D-model. Continental Shelf Research, 36, 63-82, https://doi.org/10.1016/j.csr.2012.01.011
Coverage:	LATITUDE: 49.705270 * LONGITUDE: -1.713840
	DATE/TIME START: 2005-04-12T18:37:36 * DATE/TIME END: 2005-04-13T12:38:06
	MINIMUM ELEVATION: -19.5 m * MAXIMUM ELEVATION: -19.5 m
Event(s):	20050412_Omonville (11) * LATITUDE: 49.705270 * LONGITUDE: -1.713840 * DATE/TIME START: 2005-04-12T18:37:36 * DATE/TIME END: 2005-04-13T12:38:06 * ELEVATION: -19.5 m * LOCATION: Omonville * CAMPAIGN: DISPRO2005 (Dsp05, Dispro2005) (URI: https://doi.org/10.17600/5480020) * BASIS: Côtes de la Manche * METHOD/DEVICE: Acoustic Doppler Current Profiler (ADCP) * COMMENT: location: bottom
Comment:	Current measurements were acquired from several stations around the Cap de la Hague over periods of 14-25 hours, using a SONTEK ADP profiler with a frequency of 1 000 kHz placed on the seabed. Current profiles were collected every 15 s, with vertical resolution of 2 m. files contains average speeds from surface to bottom.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	Current velocity, vertical [cm/s] (Cur vel W) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * METHOD/DEVICE: SonTek Acoustic Doppler Profiler (ADP)
	Current direction [deg] (DIR) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * METHOD/DEVICE: SonTek Acoustic Doppler Profiler (ADP)
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	4324 data points
*/
Date/Time	Cur vel W [cm/s]	DIR [deg]
2005-04-12T19:01:36	85.30	91.59
2005-04-12T19:02:06	62.65	112.42
2005-04-12T19:02:36	85.20	92.76
2005-04-12T19:03:06	75.56	94.22
2005-04-12T19:03:36	92.87	101.25
2005-04-12T19:04:06	98.52	109.81
2005-04-12T19:04:36	66.69	111.25
2005-04-12T19:05:06	97.75	92.62
2005-04-12T19:05:36	71.70	98.34
2005-04-12T19:06:06	98.63	102.13
2005-04-12T19:06:36	79.59	90.59
2005-04-12T19:07:06	89.76	97.86
2005-04-12T19:07:36	100.00	94.46
2005-04-12T19:08:06	72.10	87.76
2005-04-12T19:08:36	98.27	103.25
2005-04-12T19:09:06	80.06	109.93
2005-04-12T19:09:36	87.06	96.03
2005-04-12T19:10:06	69.14	111.74
2005-04-12T19:10:36	92.68	97.41
2005-04-12T19:11:06	118.71	89.83
2005-04-12T19:11:36	123.98	92.73
2005-04-12T19:12:06	100.37	99.82
2005-04-12T19:12:36	93.91	88.19
2005-04-12T19:13:06	72.93	103.55
2005-04-12T19:13:36	108.80	92.07
2005-04-12T19:14:06	61.43	106.84
2005-04-12T19:14:36	106.56	83.93
2005-04-12T19:15:06	99.30	91.49
2005-04-12T19:15:36	104.93	100.76
2005-04-12T19:16:06	102.68	102.22
2005-04-12T19:16:36	91.87	93.82
2005-04-12T19:17:06	107.20	92.26
2005-04-12T19:17:36	99.66	106.50
2005-04-12T19:18:06	119.86	100.60
2005-04-12T19:18:36	125.88	87.19
2005-04-12T19:19:06	90.83	109.48
2005-04-12T19:19:36	99.66	95.32
2005-04-12T19:20:06	129.56	91.58
2005-04-12T19:20:36	115.27	93.66
2005-04-12T19:21:06	112.49	99.63
2005-04-12T19:21:36	89.06	102.30
2005-04-12T19:22:06	116.71	104.31
2005-04-12T19:22:36	89.95	105.61
2005-04-12T19:23:06	100.54	100.71
2005-04-12T19:23:36	107.70	99.81
2005-04-12T19:24:06	105.68	101.61
2005-04-12T19:24:36	130.11	88.62
2005-04-12T19:25:06	151.54	101.85
2005-04-12T19:25:36	109.89	98.94
2005-04-12T19:26:06	98.57	100.61
2005-04-12T19:26:36	104.01	106.06
2005-04-12T19:27:06	137.64	97.65
2005-04-12T19:27:36	154.29	99.33
2005-04-12T19:28:06	111.19	101.43
2005-04-12T19:28:36	161.20	94.76
2005-04-12T19:29:06	155.76	105.99
2005-04-12T19:29:36	129.48	103.96
2005-04-12T19:30:06	140.19	97.08
2005-04-12T19:30:36	134.06	107.21
2005-04-12T19:31:06	151.94	106.26
2005-04-12T19:31:36	125.52	92.82
2005-04-12T19:32:06	116.24	104.38
2005-04-12T19:32:36	114.34	103.00
2005-04-12T19:33:06	176.14	108.93
2005-04-12T19:33:36	131.45	108.03
2005-04-12T19:34:06	167.87	99.16
2005-04-12T19:34:36	103.79	106.71
2005-04-12T19:35:06	123.38	96.66
2005-04-12T19:35:36	118.18	113.01
2005-04-12T19:36:06	109.59	104.45
2005-04-12T19:36:36	132.98	103.40
2005-04-12T19:37:06	133.70	100.78
2005-04-12T19:37:36	143.35	102.83
2005-04-12T19:38:06	141.56	97.43
2005-04-12T19:38:36	118.58	104.29
2005-04-12T19:39:06	148.60	102.86
2005-04-12T19:39:36	142.09	102.90
2005-04-12T19:40:06	153.82	100.54
2005-04-12T19:40:36	126.98	112.42
2005-04-12T19:41:06	175.70	95.08
2005-04-12T19:41:36	118.12	99.33
2005-04-12T19:42:06	157.74	103.78
2005-04-12T19:42:36	142.51	106.73
2005-04-12T19:43:06	136.76	100.11
2005-04-12T19:43:36	152.16	103.91
2005-04-12T19:44:06	145.46	99.82
2005-04-12T19:44:36	167.47	105.22
2005-04-12T19:45:06	152.65	104.79
2005-04-12T19:45:36	152.02	102.91
2005-04-12T19:46:06	180.74	100.61
2005-04-12T19:46:36	150.50	98.75
2005-04-12T19:47:06	162.99	100.29
2005-04-12T19:47:36	158.21	94.55
2005-04-12T19:48:06	150.67	100.78
2005-04-12T19:48:36	126.09	103.22
2005-04-12T19:49:06	149.67	104.37
2005-04-12T19:49:36	142.65	99.51
2005-04-12T19:50:06	172.66	99.71
2005-04-12T19:50:36	181.65	97.98
2005-04-12T19:51:06	149.18	93.49
2005-04-12T19:51:36	180.67	97.86
2005-04-12T19:52:06	167.87	98.77
2005-04-12T19:52:36	187.26	98.34
2005-04-12T19:53:06	155.52	103.73
2005-04-12T19:53:36	134.60	106.88
2005-04-12T19:54:06	162.53	102.80
2005-04-12T19:54:36	165.06	93.06
2005-04-12T19:55:06	158.92	106.54
2005-04-12T19:55:36	138.92	108.10
2005-04-12T19:56:06	156.14	102.94
2005-04-12T19:56:36	143.57	98.48
2005-04-12T19:57:06	148.77	100.83
2005-04-12T19:57:36	181.09	93.52
2005-04-12T19:58:06	180.65	101.56
2005-04-12T19:58:36	173.15	100.05
2005-04-12T19:59:06	172.65	101.25
2005-04-12T19:59:36	149.10	102.44
2005-04-12T20:00:06	176.91	95.72
2005-04-12T20:00:36	179.34	100.10
2005-04-12T20:01:06	157.94	94.02
2005-04-12T20:01:36	148.12	104.30
2005-04-12T20:02:06	157.19	104.69
2005-04-12T20:02:36	159.68	90.45
2005-04-12T20:03:06	147.40	106.09
2005-04-12T20:03:36	163.64	103.48
2005-04-12T20:04:06	154.23	101.53
2005-04-12T20:04:36	157.93	98.29
2005-04-12T20:05:06	162.35	112.65
2005-04-12T20:05:36	154.24	98.23
2005-04-12T20:06:06	161.73	100.02
2005-04-12T20:06:36	187.32	97.23
2005-04-12T20:07:06	130.72	110.96
2005-04-12T20:07:36	168.12	99.91
2005-04-12T20:08:06	177.32	105.08
2005-04-12T20:08:36	189.83	96.89
2005-04-12T20:09:06	187.92	93.38
2005-04-12T20:09:36	173.34	97.07
2005-04-12T20:10:06	175.74	101.65
2005-04-12T20:10:36	180.46	102.07
2005-04-12T20:11:06	138.95	108.14
2005-04-12T20:11:36	190.75	97.52
2005-04-12T20:12:06	179.13	102.46
2005-04-12T20:12:36	186.89	101.67
2005-04-12T20:13:06	173.40	108.08
2005-04-12T20:13:36	173.48	97.63
2005-04-12T20:14:06	165.66	102.00
2005-04-12T20:14:36	155.23	104.66
2005-04-12T20:15:06	188.54	97.68
2005-04-12T20:15:36	170.88	102.83
2005-04-12T20:16:06	147.00	105.84
2005-04-12T20:16:36	157.05	101.22
2005-04-12T20:17:06	185.32	100.56
2005-04-12T20:17:36	169.85	98.60
2005-04-12T20:18:06	181.16	101.56
2005-04-12T20:18:36	191.50	97.91
2005-04-12T20:19:06	182.47	101.70
2005-04-12T20:19:36	179.20	98.51
2005-04-12T20:20:06	166.37	104.76
2005-04-12T20:20:36	173.55	100.45
2005-04-12T20:21:06	178.36	101.77
2005-04-12T20:21:36	174.59	99.93
2005-04-12T20:22:06	157.11	102.95
2005-04-12T20:22:36	170.95	96.13
2005-04-12T20:23:06	161.05	100.19
2005-04-12T20:23:36	157.18	103.47
2005-04-12T20:24:06	174.00	101.00
2005-04-12T20:24:36	167.31	103.09
2005-04-12T20:25:06	165.75	98.60
2005-04-12T20:25:36	174.16	103.19
2005-04-12T20:26:06	199.19	96.53
2005-04-12T20:26:36	168.83	94.56
2005-04-12T20:27:06	153.64	94.76
2005-04-12T20:27:36	163.59	104.56
2005-04-12T20:28:06	169.35	106.44
2005-04-12T20:28:36	152.68	99.79
2005-04-12T20:29:06	165.16	100.48
2005-04-12T20:29:36	182.52	98.72
2005-04-12T20:30:06	147.41	109.05
2005-04-12T20:30:36	182.10	101.62
2005-04-12T20:31:06	184.36	93.77
2005-04-12T20:31:36	195.96	103.73
2005-04-12T20:32:06	178.30	100.77
2005-04-12T20:32:36	151.47	99.98
2005-04-12T20:33:06	174.67	101.65
2005-04-12T20:33:36	159.16	105.63
2005-04-12T20:34:06	183.88	95.84
2005-04-12T20:34:36	151.46	109.01
2005-04-12T20:35:06	177.34	100.79
2005-04-12T20:35:36	165.33	101.30
2005-04-12T20:36:06	158.67	105.96
2005-04-12T20:36:36	192.44	99.38
2005-04-12T20:37:06	193.54	102.24
2005-04-12T20:37:36	180.32	97.39
2005-04-12T20:38:06	165.84	106.39
2005-04-12T20:38:36	187.58	93.38
2005-04-12T20:39:06	189.36	95.84
2005-04-12T20:39:36	171.86	102.85
2005-04-12T20:40:06	161.86	105.61
2005-04-12T20:40:36	168.76	100.34
2005-04-12T20:41:06	193.66	104.39
2005-04-12T20:41:36	172.11	104.03
2005-04-12T20:42:06	162.54	110.51
2005-04-12T20:42:36	190.30	93.74
2005-04-12T20:43:06	145.27	97.68
2005-04-12T20:43:36	166.63	101.26
2005-04-12T20:44:06	202.56	97.28
2005-04-12T20:44:36	168.54	101.51
2005-04-12T20:45:06	163.69	104.17
2005-04-12T20:45:36	172.32	103.20
2005-04-12T20:46:06	184.14	99.85
2005-04-12T20:46:36	167.47	97.92
2005-04-12T20:47:06	180.38	97.85
2005-04-12T20:47:36	191.63	104.21
2005-04-12T20:48:06	163.18	100.43
2005-04-12T20:48:36	174.83	103.75
2005-04-12T20:49:06	202.57	102.94
2005-04-12T20:49:36	149.29	104.62
2005-04-12T20:50:06	200.26	102.53
2005-04-12T20:50:36	172.22	106.71
2005-04-12T20:51:06	164.45	96.30
2005-04-12T20:51:36	160.91	95.63
2005-04-12T20:52:06	164.82	105.94
2005-04-12T20:52:36	195.66	99.02
2005-04-12T20:53:06	167.53	91.41
2005-04-12T20:53:36	145.94	100.14
2005-04-12T20:54:06	176.81	92.62
2005-04-12T20:54:36	172.41	101.81
2005-04-12T20:55:06	160.16	96.85
2005-04-12T20:55:36	171.38	105.06
2005-04-12T20:56:06	190.11	102.31
2005-04-12T20:56:36	146.87	93.76
2005-04-12T20:57:06	189.92	104.19
2005-04-12T20:57:36	188.43	98.51
2005-04-12T20:58:06	168.50	92.67
2005-04-12T20:58:36	172.20	102.37
2005-04-12T20:59:06	171.47	97.88
2005-04-12T20:59:36	185.43	95.26
2005-04-12T21:00:06	164.42	93.13
2005-04-12T21:00:36	166.71	99.44
2005-04-12T21:01:06	170.96	96.28
2005-04-12T21:01:36	145.94	102.40
2005-04-12T21:02:06	162.04	101.73
2005-04-12T21:02:36	162.43	97.22
2005-04-12T21:03:06	181.08	97.50
2005-04-12T21:03:36	175.47	101.14
2005-04-12T21:04:06	136.95	98.46
2005-04-12T21:04:36	170.28	103.79
2005-04-12T21:05:06	175.11	99.34
2005-04-12T21:05:36	189.15	94.03
2005-04-12T21:06:06	150.69	90.18
2005-04-12T21:06:36	153.71	98.74
2005-04-12T21:07:06	182.05	96.64
2005-04-12T21:07:36	145.98	94.04
2005-04-12T21:08:06	188.94	100.36
2005-04-12T21:08:36	189.09	105.54
2005-04-12T21:09:06	172.14	102.45
2005-04-12T21:09:36	164.69	96.12
2005-04-12T21:10:06	137.82	101.87
2005-04-12T21:10:36	153.90	89.91
2005-04-12T21:11:06	174.36	90.42
2005-04-12T21:11:36	150.85	100.78
2005-04-12T21:12:06	142.37	98.83
2005-04-12T21:12:36	149.03	101.75
2005-04-12T21:13:06	166.76	93.00
2005-04-12T21:13:36	135.01	103.48
2005-04-12T21:14:06	159.45	98.37
2005-04-12T21:14:36	208.75	97.85
2005-04-12T21:15:06	171.76	101.40
2005-04-12T21:15:36	204.44	95.55
2005-04-12T21:16:06	164.62	105.01
2005-04-12T21:16:36	151.76	100.00
2005-04-12T21:17:06	174.85	110.29
2005-04-12T21:17:36	130.20	98.79
2005-04-12T21:18:06	170.74	102.10
2005-04-12T21:18:36	151.49	103.24
2005-04-12T21:19:06	177.25	100.91
2005-04-12T21:19:36	177.97	103.09
2005-04-12T21:20:06	164.03	95.12
2005-04-12T21:20:36	168.75	96.77
2005-04-12T21:21:06	182.89	99.44
2005-04-12T21:21:36	173.48	92.98
2005-04-12T21:22:06	121.79	112.35
2005-04-12T21:22:36	146.87	110.90
2005-04-12T21:23:06	157.31	114.58
2005-04-12T21:23:36	159.96	107.53
2005-04-12T21:24:06	134.31	104.85
2005-04-12T21:24:36	170.92	101.86
2005-04-12T21:25:06	145.96	98.30
2005-04-12T21:25:36	139.49	98.41
2005-04-12T21:26:06	135.32	94.19
2005-04-12T21:26:36	169.42	95.93
2005-04-12T21:27:06	141.19	116.87
2005-04-12T21:27:36	158.35	94.81
2005-04-12T21:28:06	147.78	96.95
2005-04-12T21:28:36	151.55	92.81
2005-04-12T21:29:06	178.09	112.62
2005-04-12T21:29:36	136.19	95.46
2005-04-12T21:30:06	168.35	110.75
2005-04-12T21:30:36	160.18	101.71
2005-04-12T21:31:06	176.44	107.15
2005-04-12T21:31:36	155.21	98.39
2005-04-12T21:32:06	133.87	104.06
2005-04-12T21:32:36	162.77	104.76
2005-04-12T21:33:06	148.11	102.98
2005-04-12T21:33:36	153.68	110.67
2005-04-12T21:34:06	168.54	96.76
2005-04-12T21:34:36	147.60	99.97
2005-04-12T21:35:06	168.53	100.29
2005-04-12T21:35:36	160.68	107.02
2005-04-12T21:36:06	178.99	102.00
2005-04-12T21:36:36	166.40	97.10
2005-04-12T21:37:06	165.98	111.58
2005-04-12T21:37:36	154.03	100.63
2005-04-12T21:38:06	166.60	108.65
2005-04-12T21:38:36	181.25	109.72
2005-04-12T21:39:06	141.91	114.44
2005-04-12T21:39:36	164.84	101.00
2005-04-12T21:40:06	160.79	98.64
2005-04-12T21:40:36	128.30	107.21
2005-04-12T21:41:06	134.29	92.14
2005-04-12T21:41:36	159.63	111.59
2005-04-12T21:42:06	170.38	104.25
2005-04-12T21:42:36	157.04	103.89
2005-04-12T21:43:06	158.44	110.81
2005-04-12T21:43:36	142.56	107.33
2005-04-12T21:44:06	137.51	111.11
2005-04-12T21:44:36	138.41	111.77
2005-04-12T21:45:06	111.78	103.55
2005-04-12T21:45:36	121.67	100.80
2005-04-12T21:46:06	152.65	96.11
2005-04-12T21:46:36	141.42	112.23
2005-04-12T21:47:06	117.02	91.71
2005-04-12T21:47:36	164.95	93.59
2005-04-12T21:48:06	139.60	103.69
2005-04-12T21:48:36	139.61	97.94
2005-04-12T21:49:06	109.81	97.75
2005-04-12T21:49:36	161.62	104.99
2005-04-12T21:50:06	139.80	116.70
2005-04-12T21:50:36	127.29	109.96
2005-04-12T21:51:06	161.41	98.21
2005-04-12T21:51:36	154.36	111.02
2005-04-12T21:52:06	160.94	115.10
2005-04-12T21:52:36	117.18	113.12
2005-04-12T21:53:06	132.05	103.83
2005-04-12T21:53:36	119.86	106.04
2005-04-12T21:54:06	153.27	106.54
2005-04-12T21:54:36	109.06	97.46
2005-04-12T21:55:06	135.50	107.60
2005-04-12T21:55:36	107.37	107.62
2005-04-12T21:56:06	143.86	107.36
2005-04-12T21:56:36	133.26	109.09
2005-04-12T21:57:06	152.02	99.88
2005-04-12T21:57:36	105.28	108.11
2005-04-12T21:58:06	140.45	101.99
2005-04-12T21:58:36	131.77	109.33
2005-04-12T21:59:06	146.54	97.36
2005-04-12T21:59:36	126.31	112.69
2005-04-12T22:00:06	139.95	101.53
2005-04-12T22:00:36	145.71	101.65
2005-04-12T22:01:06	111.98	116.19
2005-04-12T22:01:36	119.00	100.72
2005-04-12T22:02:06	109.44	103.65
2005-04-12T22:02:36	117.36	104.44
2005-04-12T22:03:06	130.86	108.15
2005-04-12T22:03:36	106.11	107.53
2005-04-12T22:04:06	129.82	107.16
2005-04-12T22:04:36	137.90	109.00
2005-04-12T22:05:06	121.21	110.78
2005-04-12T22:05:36	120.87	103.15
2005-04-12T22:06:06	107.30	93.32
2005-04-12T22:06:36	124.23	105.12
2005-04-12T22:07:06	124.05	100.96
2005-04-12T22:07:36	105.48	108.65
2005-04-12T22:08:06	100.18	100.16
2005-04-12T22:08:36	124.70	99.18
2005-04-12T22:09:06	123.55	100.02
2005-04-12T22:09:36	102.03	106.66
2005-04-12T22:10:06	111.61	115.25
2005-04-12T22:10:36	107.68	109.28
2005-04-12T22:11:06	112.42	102.47
2005-04-12T22:11:36	126.51	112.67
2005-04-12T22:12:06	100.91	96.29
2005-04-12T22:12:36	97.69	114.79
2005-04-12T22:13:06	117.76	110.23
2005-04-12T22:13:36	142.44	112.25
2005-04-12T22:14:06	115.87	101.43
2005-04-12T22:14:36	122.53	114.13
2005-04-12T22:15:06	141.55	109.11
2005-04-12T22:15:36	124.95	103.05
2005-04-12T22:16:06	124.73	100.57
2005-04-12T22:16:36	117.76	102.94
2005-04-12T22:17:06	95.74	114.98
2005-04-12T22:17:36	102.00	107.14
2005-04-12T22:18:06	104.76	110.42
2005-04-12T22:18:36	118.99	106.26
2005-04-12T22:19:06	129.49	101.85
2005-04-12T22:19:36	117.67	117.16
2005-04-12T22:20:06	97.82	108.64
2005-04-12T22:20:36	124.26	103.59
2005-04-12T22:21:06	109.94	115.70
2005-04-12T22:21:36	113.39	106.21
2005-04-12T22:22:06	77.40	93.74
2005-04-12T22:22:36	112.97	104.39
2005-04-12T22:23:06	93.81	118.96
2005-04-12T22:23:36	107.81	104.43
2005-04-12T22:24:06	135.70	101.65
2005-04-12T22:24:36	84.12	112.53
2005-04-12T22:25:06	103.45	98.81
2005-04-12T22:25:36	92.77	103.30
2005-04-12T22:26:06	111.82	99.52
2005-04-12T22:26:36	54.37	125.31
2005-04-12T22:27:06	87.15	109.64
2005-04-12T22:27:36	99.18	103.59
2005-04-12T22:28:06	73.38	110.61
2005-04-12T22:28:36	93.25	105.61
2005-04-12T22:29:06	122.89	98.97
2005-04-12T22:29:36	91.87	117.15
2005-04-12T22:30:06	90.11	117.65
2005-04-12T22:30:36	115.96	93.66
2005-04-12T22:31:06	102.45	96.43
2005-04-12T22:31:36	56.24	116.26
2005-04-12T22:32:06	111.02	106.09
2005-04-12T22:32:36	76.35	105.72
2005-04-12T22:33:06	69.77	113.38
2005-04-12T22:33:36	91.75	105.40
2005-04-12T22:34:06	96.84	99.29
2005-04-12T22:34:36	86.01	100.98
2005-04-12T22:35:06	94.22	99.61
2005-04-12T22:35:36	67.80	94.03
2005-04-12T22:36:06	91.30	104.75
2005-04-12T22:36:36	98.45	91.29
2005-04-12T22:37:06	77.00	100.42
2005-04-12T22:37:36	94.32	102.26
2005-04-12T22:38:06	85.97	104.07
2005-04-12T22:38:36	76.13	115.20
2005-04-12T22:39:06	123.16	104.75
2005-04-12T22:39:36	55.30	96.72
2005-04-12T22:40:06	76.67	107.12
2005-04-12T22:40:36	91.50	112.36
2005-04-12T22:41:06	98.63	109.31
2005-04-12T22:41:36	79.50	102.73
2005-04-12T22:42:06	80.57	106.91
2005-04-12T22:42:36	82.35	114.37
2005-04-12T22:43:06	83.86	111.87
2005-04-12T22:43:36	126.87	100.82
2005-04-12T22:44:06	59.34	117.11
2005-04-12T22:44:36	93.68	112.26
2005-04-12T22:45:06	79.60	116.70
2005-04-12T22:45:36	99.52	108.85
2005-04-12T22:46:06	65.19	115.63
2005-04-12T22:46:36	82.73	107.45
2005-04-12T22:47:06	89.58	109.24
2005-04-12T22:47:36	71.17	111.67
2005-04-12T22:48:06	78.99	113.64
2005-04-12T22:48:36	78.60	130.46
2005-04-12T22:49:06	81.30	95.59
2005-04-12T22:49:36	77.98	96.99
2005-04-12T22:50:06	68.53	113.26
2005-04-12T22:50:36	65.00	123.14
2005-04-12T22:51:06	56.94	98.48
2005-04-12T22:51:36	72.63	108.91
2005-04-12T22:52:06	74.46	110.33
2005-04-12T22:52:36	111.90	109.81
2005-04-12T22:53:06	111.90	107.46
2005-04-12T22:53:36	75.75	105.50
2005-04-12T22:54:06	59.95	117.60
2005-04-12T22:54:36	98.75	119.60
2005-04-12T22:55:06	59.40	126.14
2005-04-12T22:55:36	73.47	116.81
2005-04-12T22:56:06	94.86	110.64
2005-04-12T22:56:36	61.17	123.83
2005-04-12T22:57:06	70.70	118.42
2005-04-12T22:57:36	68.58	96.93
2005-04-12T22:58:06	86.55	110.84
2005-04-12T22:58:36	56.28	111.27
2005-04-12T22:59:06	57.21	104.59
2005-04-12T22:59:36	78.90	108.90
2005-04-12T23:00:06	56.87	96.01
2005-04-12T23:00:36	31.70	108.42
2005-04-12T23:01:06	59.36	88.64
2005-04-12T23:01:36	84.57	106.40
2005-04-12T23:02:06	44.23	111.59
2005-04-12T23:02:36	52.88	127.45
2005-04-12T23:03:06	48.87	110.57
2005-04-12T23:03:36	65.32	86.71
2005-04-12T23:04:06	50.33	112.79
2005-04-12T23:04:36	58.68	139.91
2005-04-12T23:05:06	43.18	106.71
2005-04-12T23:05:36	28.18	118.50
2005-04-12T23:06:06	58.07	98.82
2005-04-12T23:06:36	60.99	117.77
2005-04-12T23:07:06	36.88	121.53
2005-04-12T23:07:36	36.29	143.71
2005-04-12T23:08:06	49.63	115.57
2005-04-12T23:08:36	64.03	104.54
2005-04-12T23:09:06	27.27	113.32
2005-04-12T23:09:36	39.22	137.41
2005-04-12T23:10:06	40.75	129.21
2005-04-12T23:10:36	21.05	129.94
2005-04-12T23:11:06	9.29	167.44
2005-04-12T23:11:36	51.40	84.51
2005-04-12T23:12:06	47.71	99.96
2005-04-12T23:12:36	48.84	115.35
2005-04-12T23:13:06	68.09	100.41
2005-04-12T23:13:36	45.38	99.62
2005-04-12T23:14:06	31.52	182.89
2005-04-12T23:14:36	33.53	105.75
2005-04-12T23:15:06	36.63	105.54
2005-04-12T23:15:36	18.23	69.33
2005-04-12T23:16:06	43.53	128.52
2005-04-12T23:16:36	64.05	112.26
2005-04-12T23:17:06	22.76	125.06
2005-04-12T23:17:36	63.07	124.07
2005-04-12T23:18:06	31.67	118.52
2005-04-12T23:18:36	17.02	146.70
2005-04-12T23:19:06	34.53	111.29
2005-04-12T23:19:36	51.22	107.39
2005-04-12T23:20:06	29.69	203.99
2005-04-12T23:20:36	71.24	116.15
2005-04-12T23:21:06	44.46	93.50
2005-04-12T23:21:36	42.47	118.53
