/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): Full tide and low tides recorded at gauge station Herqueville. PANGAEA, https://doi.org/10.1594/PANGAEA.762256, 
2005-09-17T18:24:30	4.321
2005-09-18T01:10:30	-4.909
2005-09-18T07:01:30	4.143
2005-09-18T13:30:00	-4.731
2005-09-18T19:14:00	4.599
2005-09-19T01:53:00	-5.155
2005-09-19T07:34:30	4.459
2005-09-19T14:10:00	-4.925
2005-09-19T19:50:00	4.771
2005-09-20T02:43:00	-5.067
2005-09-20T08:08:30	4.556
2005-09-20T14:51:30	-4.800
2005-09-20T20:25:00	4.649
2005-09-21T03:05:30	-4.791
2005-09-21T08:45:30	4.407
2005-09-21T15:28:00	-4.514
2005-09-21T21:04:00	4.298
2005-09-22T03:41:00	-4.269
2005-09-22T09:03:30	3.969
2005-09-22T15:52:30	-3.893
2005-09-22T21:35:30	3.793
2005-09-23T04:13:00	-3.510
2005-09-23T09:51:00	3.439
2005-09-23T16:41:00	-3.203
2005-09-23T22:16:00	2.981
2005-09-24T04:43:00	-2.703
2005-09-24T10:31:00	2.756
2005-09-24T17:10:30	-2.402
2005-09-24T22:43:00	2.070
2005-09-25T05:18:00	-1.922
2005-09-25T10:47:30	2.218
2005-09-25T18:00:00	-1.662
2005-09-25T23:15:30	1.413
2005-09-26T05:29:30	-1.263
2005-09-26T12:28:30	1.485
2005-09-26T20:06:00	-1.141
2005-09-27T01:37:30	1.248
2005-09-27T08:23:30	-1.064
2005-09-27T14:56:30	1.573
2005-09-27T21:56:30	-1.642
2005-09-28T03:36:30	1.922
2005-09-28T09:17:00	-1.621
2005-09-28T16:09:00	2.071
2005-09-28T22:08:00	-2.145
2005-09-29T04:28:00	2.188
2005-09-29T10:56:30	-2.100
2005-09-29T16:20:00	2.520
2005-09-29T23:11:00	-2.563
2005-09-30T04:52:30	2.672
2005-09-30T11:49:30	-2.786
2005-09-30T17:31:00	3.126
2005-10-01T00:09:30	-3.149
2005-10-01T05:43:30	3.337
2005-10-01T12:17:00	-3.225
2005-10-01T17:33:00	3.705
2005-10-02T00:26:00	-3.667
2005-10-02T06:13:30	3.668
2005-10-02T12:46:30	-3.680
2005-10-02T18:30:30	3.792
2005-10-03T01:01:30	-3.995
2005-10-03T07:00:00	3.861
2005-10-03T13:23:00	-3.913
2005-10-03T19:05:00	4.068
2005-10-04T01:34:00	-4.118
2005-10-04T07:07:00	4.043
2005-10-04T13:42:30	-4.113
2005-10-04T19:30:30	4.142
2005-10-05T02:03:30	-4.213
2005-10-05T07:41:00	4.069
2005-10-05T14:13:00	-4.142
2005-10-05T19:53:00	4.092
2005-10-06T02:44:00	-4.141
2005-10-06T08:06:30	4.023
2005-10-06T14:48:00	-4.040
2005-10-06T20:26:00	3.977
2005-10-07T02:59:30	-3.915
2005-10-07T08:37:30	3.834
2005-10-07T15:20:00	-3.769
2005-10-07T21:02:30	3.696
2005-10-08T03:34:30	-3.497
2005-10-08T09:07:30	3.531
2005-10-08T15:49:00	-3.358
2005-10-08T21:22:00	3.236
2005-10-09T04:14:00	-2.986
2005-10-09T09:48:30	3.146
2005-10-09T16:37:30	-2.840
2005-10-09T22:17:30	2.638
2005-10-10T04:37:00	-2.344
2005-10-10T10:24:30	2.441
2005-10-10T17:13:30	-2.186
2005-10-10T23:04:30	2.105
2005-10-11T05:31:00	-1.770
2005-10-11T11:12:30	1.853
2005-10-11T19:07:30	-1.681
2005-10-12T00:20:00	1.551
2005-10-12T07:36:30	-1.494
2005-10-12T13:48:30	1.735
2005-10-12T20:39:00	-2.057
2005-10-13T02:35:30	1.816
2005-10-13T09:16:00	-2.074
2005-10-13T15:19:30	2.303
2005-10-13T21:57:00	-2.811
2005-10-14T04:03:00	2.658
2005-10-14T10:40:00	-2.822
2005-10-14T16:29:00	3.241
2005-10-14T23:08:00	-3.594
2005-10-15T05:03:00	3.585
2005-10-15T11:45:00	-3.627
2005-10-15T17:24:30	4.188
2005-10-15T23:53:00	-4.183
2005-10-16T05:54:30	4.250
2005-10-16T12:20:30	-4.174
2005-10-16T17:58:30	4.626
2005-10-17T00:45:00	-4.605
2005-10-17T06:29:30	4.536
2005-10-17T13:05:30	-4.540
2005-10-17T18:43:00	4.537
2005-10-18T01:25:30	-4.821
2005-10-18T07:02:30	4.456
2005-10-18T13:41:00	-4.641
2005-10-18T19:20:30	4.540
2005-10-19T02:05:30	-4.644
2005-10-19T07:37:30	4.496
2005-10-19T14:24:00	-4.409
2005-10-19T19:52:30	4.431
2005-10-20T02:34:00	-4.242
2005-10-20T08:01:00	4.254
2005-10-20T14:52:00	-4.149
2005-10-20T20:27:00	4.124
2005-10-21T02:57:00	-3.761
2005-10-21T08:44:30	4.124
2005-10-21T15:41:00	-3.558
2005-10-21T21:26:30	3.784
2005-10-22T03:40:00	-3.287
2005-10-22T09:32:00	3.494
2005-10-22T15:59:30	-2.949
2005-10-22T21:49:30	2.931
2005-10-23T04:25:00	-2.480
2005-10-23T10:02:00	2.755
2005-10-23T16:30:00	-2.304
2005-10-23T22:10:00	2.152
2005-10-24T04:38:00	-1.851
2005-10-24T10:55:30	2.471
2005-10-24T16:57:00	-1.814
2005-10-24T22:45:30	2.036
2005-10-25T05:19:30	-1.492
2005-10-25T11:54:00	2.158
2005-10-25T18:23:00	-1.439
2005-10-26T01:30:00	1.399
2005-10-26T06:46:30	-1.099
2005-10-26T13:30:00	1.622
2005-10-26T20:07:30	-1.315
2005-10-27T02:31:00	1.604
2005-10-27T09:14:00	-1.338
2005-10-27T14:52:30	1.938
2005-10-27T22:07:30	-1.723
2005-10-28T03:15:00	2.551
2005-10-28T10:24:30	-1.856
2005-10-28T16:03:30	2.565
2005-10-28T22:05:00	-2.350
2005-10-29T04:32:30	2.763
2005-10-29T10:48:00	-2.480
2005-10-29T16:43:30	3.063
2005-10-29T23:12:00	-2.780
2005-10-30T05:06:30	3.362
2005-10-30T11:22:00	-2.869
2005-10-30T17:22:00	3.660
2005-10-30T23:41:30	-3.361
2005-10-31T05:14:30	4.253
2005-10-31T11:54:30	-3.401
2005-10-31T17:56:00	4.146
2005-11-01T00:14:00	-3.520
2005-11-01T06:02:30	4.254
2005-11-01T12:43:00	-3.609
2005-11-01T19:05:30	4.250
2005-11-02T01:21:30	-3.508
2005-11-02T06:20:00	4.388
2005-11-02T13:08:30	-3.718
2005-11-02T18:52:00	4.369
2005-11-03T01:33:30	-3.628
2005-11-03T07:13:00	4.305
2005-11-03T13:48:30	-3.712
2005-11-03T19:41:30	4.252
2005-11-04T02:01:30	-3.751
2005-11-04T07:33:30	4.252
2005-11-04T14:25:00	-3.709
2005-11-04T20:17:30	4.253
2005-11-05T02:38:00	-3.429
2005-11-05T08:22:00	4.254
2005-11-05T15:09:00	-3.437
2005-11-05T20:51:30	4.229
2005-11-06T03:21:30	-3.079
2005-11-06T08:58:30	4.254
2005-11-06T15:43:30	-3.170
2005-11-06T21:24:00	3.903
2005-11-07T04:04:30	-2.749
2005-11-07T09:49:30	3.719
2005-11-07T16:21:00	-2.708
2005-11-07T22:34:30	3.311
2005-11-08T04:34:00	-2.109
2005-11-08T10:07:30	3.339
2005-11-08T17:20:00	-2.338
2005-11-08T23:24:30	2.699
2005-11-09T06:10:00	-1.630
2005-11-09T11:57:30	2.459
2005-11-09T19:04:30	-2.051
2005-11-10T00:51:00	2.239
2005-11-10T07:22:00	-1.636
2005-11-10T13:27:00	2.588
2005-11-10T20:17:00	-2.135
2005-11-11T02:14:30	2.979
2005-11-11T09:20:30	-2.091
2005-11-11T14:35:00	3.351
2005-11-11T21:34:30	-2.834
2005-11-12T04:09:00	3.342
2005-11-12T09:49:00	-2.730
2005-11-12T15:55:30	3.664
2005-11-12T22:35:00	-3.303
2005-11-13T04:20:00	3.627
2005-11-13T11:06:00	-3.381
2005-11-13T16:22:30	3.840
2005-11-13T23:22:30	-3.873
2005-11-14T05:10:30	3.824
2005-11-14T11:34:30	-4.325
2005-11-14T17:22:30	4.250
2005-11-15T00:23:30	-3.754
2005-11-15T05:49:30	4.248
2005-11-15T12:43:30	-3.686
2005-11-15T18:19:00	4.388
2005-11-16T00:56:00	-3.967
2005-11-16T06:43:30	4.376
2005-11-16T13:25:30	-3.817
2005-11-16T19:00:30	4.334
2005-11-17T01:32:30	-3.804
2005-11-17T07:15:30	4.299
2005-11-17T13:50:30	-3.767
2005-11-17T19:20:30	4.174
2005-11-18T02:04:30	-3.502
2005-11-18T07:57:30	4.174
2005-11-18T14:32:30	-3.450
2005-11-18T20:00:00	3.979
2005-11-19T02:49:30	-3.151
2005-11-19T08:40:00	4.064
2005-11-19T15:03:00	-3.061
2005-11-19T20:44:00	3.590
2005-11-20T03:18:00	-2.644
2005-11-20T08:45:00	3.658
2005-11-20T15:34:00	-2.654
2005-11-20T21:40:30	3.081
2005-11-21T03:49:30	-2.193
2005-11-21T09:38:30	3.087
2005-11-21T16:12:00	-2.190
2005-11-21T21:58:00	2.445
2005-11-22T04:34:00	-1.654
2005-11-22T10:15:00	2.610
2005-11-22T16:48:00	-1.780
2005-11-22T22:39:00	1.910
2005-11-23T05:10:30	-1.273
2005-11-23T10:50:30	2.072
2005-11-23T17:57:30	-1.298
2005-11-23T23:47:00	1.655
2005-11-24T06:13:00	-1.002
2005-11-24T12:24:00	1.797
2005-11-24T19:19:30	-1.317
2005-11-25T00:47:00	2.117
2005-11-25T07:41:30	-1.356
2005-11-25T13:51:00	1.773
2005-11-25T20:30:30	-1.638
2005-11-26T02:37:00	1.893
2005-11-26T08:53:30	-1.404
2005-11-26T14:56:30	2.249
2005-11-26T21:13:00	-1.775
2005-11-27T03:26:30	2.450
2005-11-27T10:00:00	-1.794
2005-11-27T15:44:00	2.786
2005-11-27T22:19:00	-2.142
2005-11-28T04:06:30	3.111
2005-11-28T10:35:30	-2.239
2005-11-28T16:11:00	3.193
2005-11-28T23:05:00	-2.604
2005-11-29T04:57:00	3.488
2005-11-29T11:26:00	-2.718
2005-11-29T17:05:00	3.572
2005-11-29T23:47:30	-2.923
2005-11-30T05:30:30	3.876
2005-11-30T12:12:00	-3.131
2005-11-30T17:45:00	4.103
2005-12-01T00:23:30	-3.231
2005-12-01T06:33:30	4.161
2005-12-01T12:51:30	-3.330
2005-12-01T18:43:00	4.169
2005-12-02T01:01:30	-3.068
2005-12-02T06:41:00	4.467
2005-12-02T13:22:00	-3.192
2005-12-02T18:14:00	4.083
2005-12-03T01:52:30	-3.277
2005-12-03T07:34:00	4.392
2005-12-03T14:08:30	-3.431
2005-12-03T19:50:00	4.290
2005-12-04T02:24:30	-3.117
2005-12-04T08:13:30	4.280
2005-12-04T15:02:00	-3.296
2005-12-04T20:44:00	4.242
2005-12-05T03:13:00	-2.893
2005-12-05T08:55:30	4.322
2005-12-05T15:40:30	-3.121
2005-12-05T21:27:00	4.073
2005-12-06T04:02:00	-2.691
2005-12-06T09:30:00	4.083
2005-12-06T16:28:00	-2.815
2005-12-06T22:40:30	3.690
2005-12-07T04:54:00	-2.231
2005-12-07T10:37:00	3.834
2005-12-07T17:16:30	-2.379
2005-12-07T23:24:00	3.901
2005-12-08T05:42:00	-1.898
2005-12-08T11:36:00	3.883
2005-12-08T18:25:00	-2.321
2005-12-09T00:44:30	3.172
2005-12-09T06:42:30	-1.754
2005-12-09T13:03:30	3.372
2005-12-09T19:57:00	-2.020
2005-12-10T01:26:00	3.181
2005-12-10T07:59:00	-1.799
2005-12-10T14:17:00	3.517
2005-12-10T21:03:30	-2.153
2005-12-11T02:53:30	3.290
2005-12-11T09:42:00	-1.967
2005-12-11T15:17:00	3.476
2005-12-11T22:08:00	-2.339
2005-12-12T04:10:00	3.497
2005-12-12T10:34:30	-2.307
2005-12-12T16:33:00	3.621
2005-12-12T23:00:00	-2.727
2005-12-13T04:54:00	3.737
2005-12-13T11:38:30	-2.607
2005-12-13T17:24:00	3.801
2005-12-13T23:49:30	-2.795
2005-12-14T05:32:00	4.000
2005-12-14T12:25:00	-2.857
2005-12-14T18:14:30	3.901
2005-12-15T00:36:00	-2.958
2005-12-15T06:23:30	4.089
2005-12-15T13:02:30	-2.993
2005-12-15T18:39:00	4.080
2005-12-16T01:23:00	-2.939
2005-12-16T06:55:00	4.190
2005-12-16T13:31:30	-2.948
2005-12-16T18:58:00	4.082
2005-12-17T01:46:30	-2.965
2005-12-17T07:28:00	4.082
2005-12-17T14:09:00	-3.036
2005-12-17T19:59:30	3.979
2005-12-18T02:25:30	-2.786
2005-12-18T07:51:30	4.083
2005-12-18T14:52:00	-2.819
2005-12-18T20:27:30	3.837
2005-12-19T02:53:00	-2.511
2005-12-19T08:43:00	4.069
2005-12-19T15:29:00	-2.621
2005-12-19T21:10:30	3.531
2005-12-20T03:34:30	-2.321
2005-12-20T09:18:30	3.704
2005-12-20T16:10:30	-2.326
2005-12-20T21:49:30	3.294
2005-12-21T04:33:00	-1.960
2005-12-21T09:53:30	3.434
2005-12-21T16:25:00	-2.105
2005-12-21T22:34:00	3.001
2005-12-22T04:40:00	-1.568
2005-12-22T10:40:30	3.207
2005-12-22T17:16:30	-1.760
2005-12-22T23:14:00	2.733
2005-12-23T05:27:00	-1.360
2005-12-23T11:28:00	2.864
2005-12-23T17:50:30	-1.439
2005-12-24T00:01:30	2.503
2005-12-24T06:09:00	-1.138
2005-12-24T12:01:30	2.568
2005-12-24T18:52:00	-1.288
2005-12-25T00:41:30	2.380
2005-12-25T07:14:00	-1.050
2005-12-25T13:08:00	2.290
2005-12-25T20:03:30	-1.216
2005-12-26T02:16:30	2.324
2005-12-26T08:54:00	-1.131
2005-12-26T14:18:00	2.417
2005-12-26T21:23:00	-1.365
2005-12-27T02:47:30	2.600
2005-12-27T09:53:30	-1.565
2005-12-27T15:40:00	2.752
2005-12-27T22:14:00	-1.809
2005-12-28T04:06:00	3.088
2005-12-28T10:41:00	-1.958
2005-12-28T16:43:00	3.167
2005-12-28T23:01:00	-2.170
2005-12-29T04:57:00	3.671
2005-12-29T11:41:00	-2.404
2005-12-29T17:20:00	3.860
2005-12-30T00:17:30	-2.547
2005-12-30T05:20:00	4.074
2005-12-30T12:09:00	-2.785
2005-12-30T17:50:00	4.083
2005-12-31T00:46:00	-2.976
2005-12-31T06:34:30	4.224
2005-12-31T13:29:30	-3.208
2005-12-31T19:06:00	4.188
2006-01-01T01:53:00	-3.121
2006-01-01T07:27:00	4.319
2006-01-01T14:33:00	-3.696
2006-01-01T19:50:00	4.261
2006-01-02T02:26:00	-3.527
2006-01-02T08:18:30	4.673
2006-01-02T15:01:00	-3.829
2006-01-02T20:51:30	4.468
2006-01-03T03:26:30	-3.378
2006-01-03T09:01:00	4.806
2006-01-03T15:54:30	-3.723
2006-01-03T21:36:00	4.439
2006-01-04T04:09:00	-3.260
2006-01-04T09:48:00	4.448
2006-01-04T16:32:30	-3.661
2006-01-04T22:22:30	4.064
2006-01-05T05:05:00	-3.113
2006-01-05T10:31:30	4.292
2006-01-05T17:20:30	-3.179
2006-01-05T23:09:30	3.899
2006-01-06T05:53:30	-2.611
2006-01-06T11:36:30	4.030
2006-01-06T18:11:00	-2.753
2006-01-07T00:12:30	3.470
2006-01-07T06:37:30	-2.212
2006-01-07T11:56:30	3.475
2006-01-07T18:57:30	-2.264
2006-01-08T00:37:30	2.951
2006-01-08T07:20:30	-1.799
2006-01-08T13:34:00	3.089
2006-01-08T20:09:30	-1.844
2006-01-09T01:49:30	2.831
2006-01-09T08:33:00	-1.625
2006-01-09T14:44:30	2.969
2006-01-09T21:20:00	-1.717
2006-01-10T03:05:30	2.970
2006-01-10T10:01:00	-1.652
2006-01-10T15:37:30	3.156
2006-01-10T22:36:00	-1.757
2006-01-11T04:24:00	3.602
2006-01-11T11:09:00	-2.062
2006-01-11T16:58:00	3.414
2006-01-11T23:38:00	-2.024
2006-01-12T05:27:00	3.632
2006-01-12T11:55:30	-2.333
2006-01-12T17:28:00	3.567
2006-01-13T00:34:30	-2.327
2006-01-13T05:52:00	3.999
2006-01-13T12:34:00	-2.575
2006-01-13T18:58:30	4.005
2006-01-14T01:03:00	-2.581
2006-01-14T06:45:00	4.031
2006-01-14T13:46:30	-2.863
2006-01-14T18:40:30	4.034
2006-01-15T01:57:00	-2.672
2006-01-15T07:30:30	4.135
2006-01-15T13:58:00	-2.915
2006-01-15T19:02:00	4.030
2006-01-16T02:31:00	-2.900
2006-01-16T08:05:30	4.157
2006-01-16T14:32:30	-3.059
2006-01-16T20:10:00	4.032
2006-01-17T02:34:30	-2.802
2006-01-17T08:36:00	4.189
2006-01-17T15:15:30	-2.998
2006-01-17T20:41:30	4.026
2006-01-18T03:06:30	-2.705
2006-01-18T08:03:30	4.031
2006-01-18T15:37:30	-2.854
2006-01-18T21:09:00	3.961
2006-01-19T03:54:00	-2.590
2006-01-19T09:45:30	4.030
2006-01-19T16:11:30	-2.650
2006-01-19T21:53:30	3.777
2006-01-20T04:30:00	-2.266
2006-01-20T09:30:00	4.004
2006-01-20T16:36:30	-2.399
2006-01-20T22:32:00	3.791
2006-01-21T04:53:30	-2.101
2006-01-21T10:50:30	3.635
2006-01-21T17:05:30	-2.093
2006-01-21T22:54:00	3.244
2006-01-22T05:09:00	-1.758
2006-01-22T11:15:30	3.117
2006-01-22T17:49:00	-1.661
2006-01-22T23:51:00	2.656
2006-01-23T06:26:00	-1.347
2006-01-23T12:12:30	2.561
2006-01-23T18:55:00	-1.285
2006-01-24T00:49:00	2.310
2006-01-24T07:19:30	-0.990
2006-01-24T12:55:30	2.180
2006-01-24T19:51:30	-1.061
2006-01-25T02:13:30	2.270
2006-01-25T08:49:00	-1.062
2006-01-25T14:55:30	2.221
2006-01-25T21:25:30	-1.207
2006-01-26T03:38:00	2.642
2006-01-26T09:57:30	-1.588
2006-01-26T15:44:00	2.657
2006-01-26T22:56:00	-1.910
2006-01-27T04:38:00	3.080
2006-01-27T11:17:30	-2.303
2006-01-27T16:59:30	3.222
2006-01-27T23:57:00	-2.456
2006-01-28T05:39:30	3.692
2006-01-28T12:23:30	-3.098
2006-01-28T17:52:00	3.747
2006-01-29T00:49:30	-3.297
2006-01-29T06:34:00	4.275
2006-01-29T13:03:00	-3.660
2006-01-29T18:51:00	4.354
2006-01-30T01:41:00	-3.665
2006-01-30T07:25:00	4.817
