/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): Full tide and low tides recorded at gauge station St. Martin. PANGAEA, https://doi.org/10.1594/PANGAEA.762257, 
2005-03-08T00:02:00	-2.24
2005-03-08T05:52:00	1.74
2005-03-08T12:31:00	-2.72
2005-03-08T18:20:30	1.84
2005-03-09T01:07:00	-2.66
2005-03-09T06:39:00	2.12
2005-03-09T13:26:30	-3.22
2005-03-09T19:14:00	2.06
2005-03-10T01:43:00	-3.12
2005-03-10T07:31:00	2.39
2005-03-10T14:10:30	-3.66
2005-03-10T20:10:30	2.25
2005-03-11T02:34:30	-3.42
2005-03-11T08:18:30	2.53
2005-03-11T14:58:00	-3.58
2005-03-11T20:43:00	2.58
2005-03-12T03:10:00	-3.31
2005-03-12T08:56:30	2.69
2005-03-12T15:39:30	-3.52
2005-03-12T21:09:30	2.33
2005-03-13T03:57:00	-3.32
