/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): Current measurements with ADCP 20030810_Flamanville. PANGAEA, https://doi.org/10.1594/PANGAEA.762375, 
	In supplement to: Bailly du Bois, P et al. (2012): In-situ database toolbox for short-term dispersion model validation in macro-tidal seas, application for 2D-model. Continental Shelf Research, 36, 63-82, https://doi.org/10.1016/j.csr.2012.01.011
Coverage:	LATITUDE: 49.522500 * LONGITUDE: -2.055100
	DATE/TIME START: 2003-08-10T15:05:15 * DATE/TIME END: 2003-08-11T09:22:45
	MINIMUM ELEVATION: -29.2 m * MAXIMUM ELEVATION: -29.2 m
Event(s):	20030810_Flamanville (6) * LATITUDE: 49.522500 * LONGITUDE: -2.055100 * DATE/TIME START: 2003-08-10T15:05:15 * DATE/TIME END: 2003-08-11T09:22:45 * ELEVATION: -29.2 m * LOCATION: Flamanville * CAMPAIGN: DISPRO_12 (Dsp12, Dispro12) (URI: https://doi.org/10.17600/3480140) * BASIS: Côtes de la Manche * METHOD/DEVICE: Acoustic Doppler Current Profiler (ADCP) * COMMENT: location: bottom
Comment:	Current measurements were acquired from several stations around the Cap de la Hague over periods of 14-25 hours, using a SONTEK ADP profiler with a frequency of 1 000 kHz placed on the seabed. Current profiles were collected every 15 s, with vertical resolution of 2 m. files contains average speeds from surface to bottom.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	Current velocity, vertical [cm/s] (Cur vel W) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * METHOD/DEVICE: SonTek Acoustic Doppler Profiler (ADP)
	Current direction [deg] (DIR) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * METHOD/DEVICE: SonTek Acoustic Doppler Profiler (ADP)
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	8782 data points
*/
Date/Time	Cur vel W [cm/s]	DIR [deg]
2003-08-10T15:50:15	63.25	42.00
2003-08-10T15:50:30	59.77	41.04
2003-08-10T15:50:45	63.98	37.97
2003-08-10T15:51:00	60.29	35.85
2003-08-10T15:51:15	62.79	41.27
2003-08-10T15:51:30	58.89	40.49
2003-08-10T15:51:45	62.18	39.78
2003-08-10T15:52:00	63.50	42.38
2003-08-10T15:52:15	63.07	40.21
2003-08-10T15:52:30	63.22	40.67
2003-08-10T15:52:45	65.35	40.54
2003-08-10T15:53:00	62.11	42.18
2003-08-10T15:53:15	65.53	39.82
2003-08-10T15:53:30	65.52	38.75
2003-08-10T15:53:45	62.94	38.85
2003-08-10T15:54:00	63.81	34.44
2003-08-10T15:54:15	65.45	37.49
2003-08-10T15:54:30	64.93	37.90
2003-08-10T15:54:45	66.05	38.36
2003-08-10T15:55:00	65.64	37.14
2003-08-10T15:55:15	65.64	38.76
2003-08-10T15:55:30	66.03	38.13
2003-08-10T15:55:45	65.53	36.76
2003-08-10T15:56:00	63.08	34.18
2003-08-10T15:56:15	66.19	35.10
2003-08-10T15:56:30	68.72	36.79
2003-08-10T15:56:45	68.97	37.92
2003-08-10T15:57:00	69.03	35.83
2003-08-10T15:57:15	66.97	38.05
2003-08-10T15:57:30	64.08	35.83
2003-08-10T15:57:45	65.17	37.44
2003-08-10T15:58:00	65.02	36.64
2003-08-10T15:58:15	66.62	35.51
2003-08-10T15:58:30	69.06	35.94
2003-08-10T15:58:45	63.18	37.13
2003-08-10T15:59:00	68.08	36.90
2003-08-10T15:59:15	64.96	34.83
2003-08-10T15:59:30	67.27	35.62
2003-08-10T15:59:45	66.95	35.97
2003-08-10T16:00:00	65.72	33.10
2003-08-10T16:00:15	66.90	31.40
2003-08-10T16:00:30	66.41	31.78
2003-08-10T16:00:45	65.67	30.89
2003-08-10T16:01:00	70.55	32.80
2003-08-10T16:01:15	66.70	33.70
2003-08-10T16:01:30	69.79	32.25
2003-08-10T16:01:45	67.30	31.36
2003-08-10T16:02:00	70.60	33.94
2003-08-10T16:02:15	70.90	34.93
2003-08-10T16:02:30	72.21	34.18
2003-08-10T16:02:45	67.09	31.92
2003-08-10T16:03:00	68.07	33.83
2003-08-10T16:03:15	67.91	33.39
2003-08-10T16:03:30	68.29	33.97
2003-08-10T16:03:45	67.05	35.13
2003-08-10T16:04:00	67.76	31.40
2003-08-10T16:04:15	69.27	31.89
2003-08-10T16:04:30	70.24	34.68
2003-08-10T16:04:45	68.81	33.64
2003-08-10T16:05:00	69.91	33.90
2003-08-10T16:05:15	71.88	34.90
2003-08-10T16:05:30	70.56	33.21
2003-08-10T16:05:45	67.80	28.48
2003-08-10T16:06:00	70.39	31.03
2003-08-10T16:06:15	67.26	29.54
2003-08-10T16:06:30	72.00	31.19
2003-08-10T16:06:45	72.20	33.62
2003-08-10T16:07:00	66.05	30.26
2003-08-10T16:07:15	70.71	29.98
2003-08-10T16:07:30	71.85	34.68
2003-08-10T16:07:45	70.14	30.89
2003-08-10T16:08:00	73.68	32.07
2003-08-10T16:08:15	74.15	30.93
2003-08-10T16:08:30	73.25	30.64
2003-08-10T16:08:45	71.59	29.44
2003-08-10T16:09:00	72.58	28.18
2003-08-10T16:09:15	73.02	27.72
2003-08-10T16:09:30	73.86	29.15
2003-08-10T16:09:45	73.92	28.23
2003-08-10T16:10:00	72.92	28.06
2003-08-10T16:10:15	71.18	27.81
2003-08-10T16:10:30	74.55	31.65
2003-08-10T16:10:45	74.14	30.74
2003-08-10T16:11:00	72.89	30.22
2003-08-10T16:11:15	74.03	28.40
2003-08-10T16:11:30	74.48	28.39
2003-08-10T16:11:45	76.82	27.45
2003-08-10T16:12:00	72.05	25.64
2003-08-10T16:12:15	71.06	25.31
2003-08-10T16:12:30	75.67	29.50
2003-08-10T16:12:45	73.73	30.14
2003-08-10T16:13:00	79.84	31.24
2003-08-10T16:13:15	75.07	29.71
2003-08-10T16:13:30	74.77	29.13
2003-08-10T16:13:45	77.31	28.60
2003-08-10T16:14:00	78.28	28.01
2003-08-10T16:14:15	77.71	29.25
2003-08-10T16:14:30	75.41	26.46
2003-08-10T16:14:45	77.12	27.84
2003-08-10T16:15:00	73.57	25.79
2003-08-10T16:15:15	73.29	24.60
2003-08-10T16:15:30	74.83	26.40
2003-08-10T16:15:45	75.55	23.59
2003-08-10T16:16:00	74.90	26.26
2003-08-10T16:16:15	79.28	27.29
2003-08-10T16:16:30	78.41	26.06
2003-08-10T16:16:45	74.73	25.78
2003-08-10T16:17:00	76.28	25.96
2003-08-10T16:17:15	74.44	25.86
2003-08-10T16:17:30	78.44	25.64
2003-08-10T16:17:45	80.62	27.29
2003-08-10T16:18:00	79.54	28.66
2003-08-10T16:18:15	76.34	27.56
2003-08-10T16:18:30	77.63	26.77
2003-08-10T16:18:45	77.09	24.42
2003-08-10T16:19:00	75.90	24.69
2003-08-10T16:19:15	77.10	26.12
2003-08-10T16:19:30	76.51	25.70
2003-08-10T16:19:45	77.63	25.39
2003-08-10T16:20:00	76.67	24.60
2003-08-10T16:20:15	74.68	23.50
2003-08-10T16:20:30	77.01	25.38
2003-08-10T16:20:45	77.91	24.42
2003-08-10T16:21:00	80.07	26.60
2003-08-10T16:21:15	79.20	25.01
2003-08-10T16:21:30	77.17	24.68
2003-08-10T16:21:45	77.02	24.93
2003-08-10T16:22:00	78.14	22.32
2003-08-10T16:22:15	80.79	22.04
2003-08-10T16:22:30	82.97	24.02
2003-08-10T16:22:45	80.03	22.62
2003-08-10T16:23:00	75.84	23.30
2003-08-10T16:23:15	77.33	21.73
2003-08-10T16:23:30	79.29	21.19
2003-08-10T16:23:45	80.33	22.28
2003-08-10T16:24:00	81.17	22.37
2003-08-10T16:24:15	83.27	24.62
2003-08-10T16:24:30	80.10	23.89
2003-08-10T16:24:45	77.96	21.13
2003-08-10T16:25:00	83.66	22.61
2003-08-10T16:25:15	84.36	24.29
2003-08-10T16:25:30	81.51	20.72
2003-08-10T16:25:45	80.76	21.99
2003-08-10T16:26:00	80.13	21.30
2003-08-10T16:26:16	78.21	19.92
2003-08-10T16:26:30	84.23	24.15
2003-08-10T16:26:46	80.39	19.76
2003-08-10T16:27:00	83.38	21.26
2003-08-10T16:27:16	81.60	20.92
2003-08-10T16:27:30	83.13	24.27
2003-08-10T16:27:46	85.93	21.90
2003-08-10T16:28:00	84.14	25.48
2003-08-10T16:28:15	82.34	19.69
2003-08-10T16:28:30	81.66	20.27
2003-08-10T16:28:46	82.87	20.27
2003-08-10T16:29:00	83.82	22.64
2003-08-10T16:29:16	83.13	22.13
2003-08-10T16:29:30	81.99	19.06
2003-08-10T16:29:46	85.18	19.66
2003-08-10T16:30:00	87.16	21.52
2003-08-10T16:30:16	86.04	22.29
2003-08-10T16:30:30	83.94	20.56
2003-08-10T16:30:46	84.56	19.42
2003-08-10T16:31:00	84.26	20.36
2003-08-10T16:31:16	87.50	22.05
2003-08-10T16:31:30	84.78	20.20
2003-08-10T16:31:46	82.81	20.58
2003-08-10T16:32:00	81.13	19.58
2003-08-10T16:32:16	83.05	21.10
2003-08-10T16:32:30	81.55	18.54
2003-08-10T16:32:46	84.86	17.98
2003-08-10T16:33:00	82.82	20.83
2003-08-10T16:33:16	89.41	21.38
2003-08-10T16:33:30	86.32	19.77
2003-08-10T16:33:46	87.56	19.16
2003-08-10T16:34:00	88.52	20.60
2003-08-10T16:34:16	86.26	21.65
2003-08-10T16:34:30	84.92	21.36
2003-08-10T16:34:46	84.12	19.72
2003-08-10T16:35:00	85.64	17.21
2003-08-10T16:35:16	86.69	18.58
2003-08-10T16:35:30	84.15	19.26
2003-08-10T16:35:46	82.33	22.37
2003-08-10T16:36:00	87.49	18.70
2003-08-10T16:36:16	87.44	22.00
2003-08-10T16:36:30	86.61	20.28
2003-08-10T16:36:46	80.43	18.83
2003-08-10T16:37:00	84.59	21.26
2003-08-10T16:37:16	84.77	18.98
2003-08-10T16:37:30	86.57	19.32
2003-08-10T16:37:46	84.36	20.24
2003-08-10T16:38:00	84.43	18.67
2003-08-10T16:38:16	86.58	17.70
2003-08-10T16:38:30	90.39	20.93
2003-08-10T16:38:46	91.49	19.97
2003-08-10T16:39:00	86.39	18.03
2003-08-10T16:39:16	89.21	16.52
2003-08-10T16:39:30	89.78	20.49
2003-08-10T16:39:46	90.20	20.07
2003-08-10T16:40:00	86.41	20.00
2003-08-10T16:40:16	89.60	18.35
2003-08-10T16:40:30	87.82	18.85
2003-08-10T16:40:46	87.90	16.19
2003-08-10T16:41:00	88.93	16.39
2003-08-10T16:41:16	85.67	15.40
2003-08-10T16:41:30	91.02	16.70
2003-08-10T16:41:46	90.89	19.96
2003-08-10T16:42:00	86.82	15.25
2003-08-10T16:42:16	90.86	15.99
2003-08-10T16:42:30	90.40	15.87
2003-08-10T16:42:46	90.68	17.07
2003-08-10T16:43:00	89.42	16.05
2003-08-10T16:43:16	89.61	18.20
2003-08-10T16:43:30	90.72	17.99
2003-08-10T16:43:45	93.34	20.63
2003-08-10T16:44:00	90.36	18.95
2003-08-10T16:44:16	84.10	14.89
2003-08-10T16:44:30	90.38	13.63
2003-08-10T16:44:45	90.51	17.12
2003-08-10T16:45:00	92.58	14.88
2003-08-10T16:45:15	92.62	14.98
2003-08-10T16:45:30	91.45	17.23
2003-08-10T16:45:45	92.41	17.53
2003-08-10T16:46:00	86.01	13.16
2003-08-10T16:46:15	89.27	15.36
2003-08-10T16:46:30	89.74	17.26
2003-08-10T16:46:45	90.90	18.85
2003-08-10T16:47:00	87.43	13.13
2003-08-10T16:47:15	92.50	17.07
2003-08-10T16:47:30	91.45	18.19
2003-08-10T16:47:45	86.33	15.26
2003-08-10T16:48:00	90.46	15.63
2003-08-10T16:48:15	95.48	16.43
2003-08-10T16:48:30	93.20	17.09
2003-08-10T16:48:45	94.48	17.47
2003-08-10T16:49:00	95.77	17.98
2003-08-10T16:49:15	90.62	14.23
2003-08-10T16:49:30	90.61	13.75
2003-08-10T16:49:45	98.09	15.72
2003-08-10T16:50:00	95.02	19.31
2003-08-10T16:50:15	93.78	17.47
2003-08-10T16:50:30	93.25	13.25
2003-08-10T16:50:45	93.88	13.70
2003-08-10T16:51:00	91.87	12.19
2003-08-10T16:51:15	99.38	14.47
2003-08-10T16:51:30	99.81	14.08
2003-08-10T16:51:45	93.90	10.21
2003-08-10T16:52:00	89.74	11.92
2003-08-10T16:52:15	93.04	15.58
2003-08-10T16:52:30	93.34	17.36
2003-08-10T16:52:45	91.05	12.74
2003-08-10T16:53:00	92.75	12.80
2003-08-10T16:53:15	96.57	13.38
2003-08-10T16:53:30	94.12	11.17
2003-08-10T16:53:45	95.28	10.32
2003-08-10T16:54:00	94.95	15.12
2003-08-10T16:54:15	92.29	19.64
2003-08-10T16:54:30	91.72	15.19
2003-08-10T16:54:45	90.94	11.34
2003-08-10T16:55:00	93.04	14.40
2003-08-10T16:55:15	94.13	12.05
2003-08-10T16:55:30	93.95	13.86
2003-08-10T16:55:45	94.73	12.26
2003-08-10T16:56:00	98.38	14.91
2003-08-10T16:56:15	95.33	13.12
2003-08-10T16:56:30	92.01	14.32
2003-08-10T16:56:45	95.38	14.61
2003-08-10T16:57:00	94.41	12.33
2003-08-10T16:57:15	97.41	11.54
2003-08-10T16:57:30	96.68	15.05
2003-08-10T16:57:45	94.10	11.51
2003-08-10T16:58:00	95.21	13.32
2003-08-10T16:58:15	93.05	12.72
2003-08-10T16:58:30	94.68	9.96
2003-08-10T16:58:45	96.77	11.44
2003-08-10T16:59:00	93.41	14.22
2003-08-10T16:59:15	93.54	11.73
2003-08-10T16:59:30	95.11	13.77
2003-08-10T16:59:45	92.76	14.18
2003-08-10T17:00:00	96.00	15.11
2003-08-10T17:00:15	93.82	11.47
2003-08-10T17:00:30	97.37	14.15
2003-08-10T17:00:45	98.69	15.38
2003-08-10T17:01:00	97.20	16.62
2003-08-10T17:01:15	96.16	14.19
2003-08-10T17:01:30	93.05	11.21
2003-08-10T17:01:45	94.93	11.38
2003-08-10T17:02:00	96.49	13.22
2003-08-10T17:02:15	97.09	9.68
2003-08-10T17:02:30	98.01	13.62
2003-08-10T17:02:45	97.94	11.94
2003-08-10T17:03:00	95.56	13.62
2003-08-10T17:03:15	93.72	9.47
2003-08-10T17:03:30	98.85	13.54
2003-08-10T17:03:45	96.15	14.81
2003-08-10T17:04:00	97.03	16.17
2003-08-10T17:04:15	94.69	12.81
2003-08-10T17:04:30	93.19	9.84
2003-08-10T17:04:45	92.53	13.22
2003-08-10T17:05:00	95.15	13.44
2003-08-10T17:05:15	100.14	16.17
2003-08-10T17:05:30	96.35	12.70
2003-08-10T17:05:45	95.07	16.16
2003-08-10T17:06:00	93.31	11.20
2003-08-10T17:06:15	95.66	12.31
2003-08-10T17:06:30	90.66	10.78
2003-08-10T17:06:45	92.22	13.09
2003-08-10T17:07:00	95.15	7.70
2003-08-10T17:07:15	101.25	7.73
2003-08-10T17:07:30	102.27	6.88
2003-08-10T17:07:45	99.23	11.53
2003-08-10T17:08:00	97.41	10.01
2003-08-10T17:08:15	98.11	12.82
2003-08-10T17:08:30	98.73	8.94
2003-08-10T17:08:45	97.78	12.53
2003-08-10T17:09:00	101.44	13.47
2003-08-10T17:09:15	99.30	9.18
2003-08-10T17:09:30	105.17	10.69
2003-08-10T17:09:45	102.18	8.68
2003-08-10T17:10:00	102.87	11.30
2003-08-10T17:10:15	100.96	6.81
2003-08-10T17:10:30	98.49	7.70
2003-08-10T17:10:45	98.91	8.19
2003-08-10T17:11:00	99.53	9.00
2003-08-10T17:11:15	101.08	9.27
2003-08-10T17:11:30	105.58	12.98
2003-08-10T17:11:45	95.94	12.30
2003-08-10T17:12:00	98.47	10.88
2003-08-10T17:12:15	98.39	12.49
2003-08-10T17:12:30	98.60	9.13
2003-08-10T17:12:45	97.28	9.25
2003-08-10T17:13:00	98.85	9.95
2003-08-10T17:13:15	96.00	8.00
2003-08-10T17:13:30	95.41	6.84
2003-08-10T17:13:45	100.61	4.18
2003-08-10T17:14:00	95.18	9.44
2003-08-10T17:14:15	95.82	12.52
2003-08-10T17:14:30	98.42	9.73
2003-08-10T17:14:45	101.31	11.02
2003-08-10T17:15:00	98.37	10.49
2003-08-10T17:15:15	97.07	8.65
2003-08-10T17:15:30	101.28	9.22
2003-08-10T17:15:45	99.83	6.47
2003-08-10T17:16:00	98.53	9.47
2003-08-10T17:16:15	101.78	8.41
2003-08-10T17:16:30	95.01	6.54
2003-08-10T17:16:45	104.06	7.28
2003-08-10T17:17:00	105.22	6.99
2003-08-10T17:17:15	99.73	9.06
2003-08-10T17:17:30	97.73	11.57
2003-08-10T17:17:45	98.90	8.34
2003-08-10T17:18:00	101.92	7.08
2003-08-10T17:18:15	103.77	5.28
2003-08-10T17:18:30	106.48	8.98
2003-08-10T17:18:45	105.65	7.42
2003-08-10T17:19:00	101.70	8.64
2003-08-10T17:19:15	97.23	5.26
2003-08-10T17:19:30	94.44	8.31
2003-08-10T17:19:45	97.94	9.44
2003-08-10T17:20:00	95.76	4.56
2003-08-10T17:20:15	98.87	7.45
2003-08-10T17:20:30	98.40	10.17
2003-08-10T17:20:45	98.69	8.58
2003-08-10T17:21:00	98.74	10.54
2003-08-10T17:21:15	99.64	10.86
2003-08-10T17:21:30	99.42	7.47
2003-08-10T17:21:45	102.71	7.35
2003-08-10T17:22:00	101.99	8.24
2003-08-10T17:22:15	107.67	7.67
2003-08-10T17:22:30	107.54	6.63
2003-08-10T17:22:45	101.77	6.59
2003-08-10T17:23:00	100.00	6.06
2003-08-10T17:23:15	95.82	10.42
2003-08-10T17:23:30	99.52	5.03
2003-08-10T17:23:45	101.21	7.21
2003-08-10T17:24:00	102.75	10.46
2003-08-10T17:24:15	103.46	4.81
2003-08-10T17:24:30	105.39	7.18
2003-08-10T17:24:45	105.04	6.14
2003-08-10T17:25:00	105.11	8.38
2003-08-10T17:25:15	103.86	8.85
2003-08-10T17:25:30	107.57	10.12
2003-08-10T17:25:45	100.40	6.89
2003-08-10T17:26:00	105.71	4.14
2003-08-10T17:26:15	100.72	4.08
2003-08-10T17:26:30	106.69	5.71
2003-08-10T17:26:45	105.35	5.81
2003-08-10T17:27:00	103.63	7.20
